Product Interest,Ad ID,Media Agency,Info Kit Date,Inquiry Date,Inquiry Week Monday,Leads,Market Channel,Origin
Bowflex Max Trainer,CAM45694 ICASESF14B,Kingstar Media,,7/1/2017,6/26/2017,3,Electronic - Short Form,Web
Treadclimber,CAM50718 ICAODG2TDL1,TouchPoint Integrated Communications,,7/1/2017,6/26/2017,1,Online Display,Web
Bowflex Max Trainer,CAM50719 ICAODG2EDL1,TouchPoint Integrated Communications,,7/1/2017,6/26/2017,3,Online Display,Web
Bowflex Selecttech Dumbbells,CAM50721 ICAODG2DDL1,TouchPoint Integrated Communications,,7/1/2017,6/26/2017,1,Online Display,Web
Bowflex Brand,CAM29862 icawbowflexca,Internal,,7/2/2017,6/26/2017,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM29862 icawbowflexca,Internal,,7/2/2017,6/26/2017,7,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,Internal,,7/2/2017,6/26/2017,3,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM29862 icawbowflexca,Internal,,7/2/2017,6/26/2017,4,Electronic - UnSourced,Web
Treadclimber,CAM29862 icawbowflexca,Internal,,7/2/2017,6/26/2017,2,Electronic - UnSourced,Web
Treadclimber,CAM30841 icaosgctsl2,TouchPoint Integrated Communications,,7/2/2017,6/26/2017,3,Online Search,Web
Bowflex Home Gyms,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,7/2/2017,6/26/2017,3,Online Search,Web
Bowflex Max Trainer,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,7/2/2017,6/26/2017,5,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,7/2/2017,6/26/2017,1,Online Search,Web
Treadclimber,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,7/2/2017,6/26/2017,4,Online Search,Web
Bowflex Home Gyms,CAM32080 SAWDOFG2G,Internal,,7/2/2017,6/26/2017,1,Online Shopping,Call Center Internal
Treadclimber,CAM32080 SAWDOFG2G,Internal,,7/2/2017,6/26/2017,1,Online Shopping,Call Center Internal
Treadclimber,CAM44470 SAWQRTFAMCIR,TouchPoint Integrated Communications,,7/2/2017,6/26/2017,1,Electronic - Print,Call Center Internal
Bowflex Selecttech Dumbbells,CAM44557 icaosgcdsl8,TouchPoint Integrated Communications,,7/2/2017,6/26/2017,1,Online Search,Web
Bowflex Home Gyms,CAM45438 ICAOFG2GFEED1,TouchPoint Integrated Communications,,7/2/2017,6/26/2017,1,Online Shopping,Web
Bowflex Home Gyms,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,,7/2/2017,6/26/2017,1,Online Shopping,Web
Bowflex Selecttech Dumbbells,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,,7/2/2017,6/26/2017,1,Online Shopping,Web
Bowflex Max Trainer,CAM45694 ICASESF14B,Kingstar Media,,7/2/2017,6/26/2017,2,Electronic - Short Form,Web
Treadclimber,CAM49423 DOFG2T,TouchPoint Integrated Communications,,7/2/2017,6/26/2017,1,Online Shopping,Call Center Internal
Bowflex Max Trainer,CAM50719 ICAODG2EDL1,TouchPoint Integrated Communications,,7/2/2017,6/26/2017,1,Online Display,Web
Bowflex Max Trainer,CAM51357 ICAOXFBESCODECADAYB,Social Code,,7/2/2017,6/26/2017,1,Online Social,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,Internal,7/3/2017,7/3/2017,7/3/2017,3,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,7/3/2017,7/3/2017,7/3/2017,1,Online Shopping,Web
Bowflex Max Trainer,CAM45694 ICASESF14B,Kingstar Media,7/3/2017,7/3/2017,7/3/2017,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM50594 GAMCC120MX121KST,Kingstar Media,7/3/2017,7/3/2017,7/3/2017,1,Short Form,Call Center Internal
Bowflex Selecttech Dumbbells,CAM50721 ICAODG2DDL1,TouchPoint Integrated Communications,7/3/2017,7/3/2017,7/3/2017,1,Online Display,Web
Bowflex Max Trainer,CAM51300 GUSTC120MX121KST,Kingstar Media,7/3/2017,7/3/2017,7/3/2017,1,Short Form,Call Center Internal
Bowflex Home Gyms,CAM29862 icawbowflexca,Internal,7/4/2017,7/4/2017,7/3/2017,2,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,Internal,7/4/2017,7/4/2017,7/3/2017,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,7/4/2017,7/4/2017,7/3/2017,1,Online Search,Web
Bowflex Max Trainer,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,7/4/2017,7/4/2017,7/3/2017,1,Online Shopping,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,Internal,7/5/2017,7/5/2017,7/3/2017,1,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM40992 icaosbcgl1,TouchPoint Integrated Communications,7/6/2017,7/6/2017,7/3/2017,2,Online Search,Web
Bowflex Max Trainer,CAM50606 ZEETC120MX121KST,Kingstar Media,7/6/2017,7/6/2017,7/3/2017,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM50757 TLN*C120MX121KST,Kingstar Media,7/6/2017,7/6/2017,7/3/2017,1,Short Form,Call Center Internal
Treadclimber,CAM30841 icaosgctsl2,TouchPoint Integrated Communications,7/7/2017,7/7/2017,7/3/2017,1,Online Search,Web
Bowflex Home Gyms,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,7/7/2017,7/7/2017,7/3/2017,1,Online Search,Web
Bowflex Max Trainer,CAM51355 ICAOXFBTSCODECADAYB,Social Code,7/7/2017,7/7/2017,7/3/2017,1,Online Social,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,Internal,7/8/2017,7/8/2017,7/3/2017,2,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM29862 icawbowflexca,Internal,7/8/2017,7/8/2017,7/3/2017,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,7/8/2017,7/8/2017,7/3/2017,1,Online Search,Web
Bowflex Max Trainer,CAM50719 ICAODG2EDL1,TouchPoint Integrated Communications,7/8/2017,7/8/2017,7/3/2017,2,Online Display,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,Internal,7/9/2017,7/9/2017,7/3/2017,1,Electronic - UnSourced,Web
Treadclimber,CAM29862 icawbowflexca,Internal,7/9/2017,7/9/2017,7/3/2017,1,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM30841 icaosgctsl2,TouchPoint Integrated Communications,7/9/2017,7/9/2017,7/3/2017,1,Online Search,Web
Bowflex Max Trainer,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,7/9/2017,7/9/2017,7/3/2017,1,Online Search,Web
Bowflex Home Gyms,CAM37662 icaosgcwsl23,TouchPoint Integrated Communications,7/9/2017,7/9/2017,7/3/2017,1,Online Search,Web
Bowflex Home Gyms,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,7/9/2017,7/9/2017,7/3/2017,1,Online Shopping,Web
Bowflex Max Trainer,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,7/9/2017,7/9/2017,7/3/2017,1,Online Shopping,Web
Bowflex Max Trainer,CAM50603 TSN1C120MX121KST,Kingstar Media,7/9/2017,7/9/2017,7/3/2017,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM50719 ICAODG2EDL1,TouchPoint Integrated Communications,7/9/2017,7/9/2017,7/3/2017,2,Online Display,Web
Bowflex Max Trainer,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,8/23/2017,7/9/2017,7/3/2017,1,Online Shopping,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,Internal,9/5/2017,7/8/2017,7/3/2017,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM29862 icawbowflexca,Internal,,7/3/2017,7/3/2017,9,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,Internal,,7/3/2017,7/3/2017,4,Electronic - UnSourced,Web
Bowflex Revolution,CAM29862 icawbowflexca,Internal,,7/3/2017,7/3/2017,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM29862 icawbowflexca,Internal,,7/3/2017,7/3/2017,4,Electronic - UnSourced,Web
Treadclimber,CAM29862 icawbowflexca,Internal,,7/3/2017,7/3/2017,1,Electronic - UnSourced,Web
Treadclimber,CAM30841 icaosgctsl2,TouchPoint Integrated Communications,,7/3/2017,7/3/2017,1,Online Search,Web
Bowflex Home Gyms,CAM30891 SAWICAOSGCW,TouchPoint Integrated Communications,,7/3/2017,7/3/2017,1,Online Search,Call Center Internal
Bowflex Max Trainer,CAM30891 SAWICAOSGCW,TouchPoint Integrated Communications,,7/3/2017,7/3/2017,1,Online Search,Call Center Internal
Treadclimber,CAM30891 SAWICAOSGCW,TouchPoint Integrated Communications,,7/3/2017,7/3/2017,1,Online Search,Call Center Internal
Bowflex Home Gyms,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,7/3/2017,7/3/2017,1,Online Search,Web
Bowflex Max Trainer,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,7/3/2017,7/3/2017,2,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,7/3/2017,7/3/2017,1,Online Search,Web
Treadclimber,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,7/3/2017,7/3/2017,1,Online Search,Web
Bowflex Home Gyms,CAM40992 icaosbcgl1,TouchPoint Integrated Communications,,7/3/2017,7/3/2017,1,Online Search,Web
Bowflex Max Trainer,CAM40992 icaosbcgl1,TouchPoint Integrated Communications,,7/3/2017,7/3/2017,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM44423 icaosgcdsl10,TouchPoint Integrated Communications,,7/3/2017,7/3/2017,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,,7/3/2017,7/3/2017,4,Online Shopping,Web
Bowflex Max Trainer,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,,7/3/2017,7/3/2017,1,Online Shopping,Web
Treadclimber,CAM45694 ICASESF14B,Kingstar Media,,7/3/2017,7/3/2017,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM47271 ICAOSGCESL10,TouchPoint Integrated Communications,,7/3/2017,7/3/2017,2,Online Search,Web
Bowflex Home Gyms,CAM47281 ICAOSGCWSL36,TouchPoint Integrated Communications,,7/3/2017,7/3/2017,1,Online Search,Web
Treadclimber,CAM49424 DOSG2T,TouchPoint Integrated Communications,,7/3/2017,7/3/2017,1,Online Search,Call Center Internal
Bowflex Max Trainer,CAM50594 GAMCC120MX121KST,Kingstar Media,,7/3/2017,7/3/2017,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM50719 ICAODG2EDL1,TouchPoint Integrated Communications,,7/3/2017,7/3/2017,2,Online Display,Web
Treadclimber,CAM51355 ICAOXFBTSCODECADAYB,Social Code,,7/3/2017,7/3/2017,1,Online Social,Web
Bowflex Max Trainer,CAM51357 ICAOXFBESCODECADAYB,Social Code,,7/3/2017,7/3/2017,2,Online Social,Web
Bowflex Home Gyms,CAM29862 icawbowflexca,Internal,,7/4/2017,7/3/2017,6,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,Internal,,7/4/2017,7/3/2017,3,Electronic - UnSourced,Web
Bowflex Revolution,CAM29862 icawbowflexca,Internal,,7/4/2017,7/3/2017,1,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM29862 icawbowflexca,Internal,,7/4/2017,7/3/2017,3,Electronic - UnSourced,Web
Treadclimber,CAM29862 icawbowflexca,Internal,,7/4/2017,7/3/2017,3,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM30841 icaosgctsl2,TouchPoint Integrated Communications,,7/4/2017,7/3/2017,1,Online Search,Web
Bowflex Max Trainer,CAM30841 icaosgctsl2,TouchPoint Integrated Communications,,7/4/2017,7/3/2017,1,Online Search,Web
Treadclimber,CAM30841 icaosgctsl2,TouchPoint Integrated Communications,,7/4/2017,7/3/2017,1,Online Search,Web
Bowflex Home Gyms,CAM37662 icaosgcwsl23,TouchPoint Integrated Communications,,7/4/2017,7/3/2017,1,Online Search,Web
Bowflex Home Gyms,CAM40821 1800BOWFLEX,Internal,,7/4/2017,7/3/2017,2,Un-Sourced,Call Center Internal
Bowflex Home Gyms,CAM40992 icaosbcgl1,TouchPoint Integrated Communications,,7/4/2017,7/3/2017,1,Online Search,Web
Bowflex Max Trainer,CAM40992 icaosbcgl1,TouchPoint Integrated Communications,,7/4/2017,7/3/2017,2,Online Search,Web
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,Internal,,7/4/2017,7/3/2017,1,Un-Sourced,Call Center Internal
Treadclimber,CAM45327 1800MAXTRAINER,Internal,,7/4/2017,7/3/2017,1,Un-Sourced,Call Center Internal
Bowflex Home Gyms,CAM45438 ICAOFG2GFEED1,TouchPoint Integrated Communications,,7/4/2017,7/3/2017,2,Online Shopping,Web
Bowflex Selecttech Dumbbells,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,,7/4/2017,7/3/2017,2,Online Shopping,Web
Bowflex Max Trainer,CAM45628 ICAOSBCESL2,TouchPoint Integrated Communications,,7/4/2017,7/3/2017,1,Online Search,Web
Treadclimber,CAM45628 ICAOSBCESL2,TouchPoint Integrated Communications,,7/4/2017,7/3/2017,1,Online Search,Web
Bowflex Max Trainer,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,,7/4/2017,7/3/2017,3,Online Shopping,Web
Treadclimber,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,,7/4/2017,7/3/2017,1,Online Shopping,Web
Bowflex Max Trainer,CAM45692 SAWICAOFG2E,TouchPoint Integrated Communications,,7/4/2017,7/3/2017,1,Online Search,Call Center Internal
Treadclimber,CAM45692 SAWICAOFG2E,TouchPoint Integrated Communications,,7/4/2017,7/3/2017,1,Online Search,Call Center Internal
Bowflex Max Trainer,CAM45694 ICASESF14B,Kingstar Media,,7/4/2017,7/3/2017,2,Electronic - Short Form,Web
Bowflex Max Trainer,CAM47271 ICAOSGCESL10,TouchPoint Integrated Communications,,7/4/2017,7/3/2017,1,Online Search,Web
Bowflex Max Trainer,CAM48226 ICAOXFBESCODE002,Social Code,,7/4/2017,7/3/2017,1,Online Social,Web
Bowflex Max Trainer,CAM50719 ICAODG2EDL1,TouchPoint Integrated Communications,,7/4/2017,7/3/2017,3,Online Display,Web
Treadclimber,CAM50719 ICAODG2EDL1,TouchPoint Integrated Communications,,7/4/2017,7/3/2017,1,Online Display,Web
Bowflex Max Trainer,CAM51357 ICAOXFBESCODECADAYB,Social Code,,7/4/2017,7/3/2017,1,Online Social,Web
Bowflex Home Gyms,CAM29862 icawbowflexca,Internal,,7/5/2017,7/3/2017,6,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,Internal,,7/5/2017,7/3/2017,4,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM29862 icawbowflexca,Internal,,7/5/2017,7/3/2017,2,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM30841 icaosgctsl2,TouchPoint Integrated Communications,,7/5/2017,7/3/2017,2,Online Search,Web
Treadclimber,CAM30841 icaosgctsl2,TouchPoint Integrated Communications,,7/5/2017,7/3/2017,1,Online Search,Web
Bowflex Brand,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,7/5/2017,7/3/2017,1,Online Search,Web
Bowflex Home Gyms,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,7/5/2017,7/3/2017,5,Online Search,Web
Bowflex Max Trainer,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,7/5/2017,7/3/2017,4,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,7/5/2017,7/3/2017,1,Online Search,Web
Treadclimber,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,7/5/2017,7/3/2017,2,Online Search,Web
Bowflex Home Gyms,CAM37662 icaosgcwsl23,TouchPoint Integrated Communications,,7/5/2017,7/3/2017,2,Online Search,Web
Bowflex Selecttech Dumbbells,CAM40819 1800SELECTTECH,Internal,,7/5/2017,7/3/2017,1,Un-Sourced,Call Center Internal
Treadclimber,CAM45327 1800MAXTRAINER,Internal,,7/5/2017,7/3/2017,1,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM45400 DOVHULUEVL1,TouchPoint Integrated Communications,,7/5/2017,7/3/2017,1,Online Video,Call Center Internal
Bowflex Home Gyms,CAM45438 ICAOFG2GFEED1,TouchPoint Integrated Communications,,7/5/2017,7/3/2017,1,Online Shopping,Web
Bowflex Revolution,CAM45438 ICAOFG2GFEED1,TouchPoint Integrated Communications,,7/5/2017,7/3/2017,1,Online Shopping,Web
Bowflex Selecttech Dumbbells,CAM45439 ICAOFG2DFEED1,TouchPoint Integrated Communications,,7/5/2017,7/3/2017,5,Online Shopping,Web
Bowflex Max Trainer,CAM45624 ICAOSGCESL2,TouchPoint Integrated Communications,,7/5/2017,7/3/2017,1,Online Search,Web
Treadclimber,CAM45624 ICAOSGCESL2,TouchPoint Integrated Communications,,7/5/2017,7/3/2017,1,Online Search,Web
Bowflex Max Trainer,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,,7/5/2017,7/3/2017,4,Online Shopping,Web
Treadclimber,CAM46880 QRTAHA,TouchPoint Integrated Communications,,7/5/2017,7/3/2017,1,Electronic - Print,Call Center Internal
Bowflex Max Trainer,CAM50589 CHCHC120MX121KST,Kingstar Media,,7/5/2017,7/3/2017,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM50719 ICAODG2EDL1,TouchPoint Integrated Communications,,7/5/2017,7/3/2017,2,Online Display,Web
Bowflex Selecttech Dumbbells,CAM50719 ICAODG2EDL1,TouchPoint Integrated Communications,,7/5/2017,7/3/2017,1,Online Display,Web
Treadclimber,CAM51355 ICAOXFBTSCODECADAYB,Social Code,,7/5/2017,7/3/2017,1,Online Social,Web
Bowflex Home Gyms,CAM51356 ICAOXFBGSCODECADAYB,Social Code,,7/5/2017,7/3/2017,1,Online Social,Web
Bowflex Max Trainer,CAM51411 ICAEDIKE2017Q3,Internal,,7/5/2017,7/3/2017,1,Digital - Info Kit,Web
Treadclimber,CAM51411 ICAEDIKE2017Q3,Internal,,7/5/2017,7/3/2017,1,Digital - Info Kit,Web
Bowflex Brand,CAM29862 icawbowflexca,Internal,,7/6/2017,7/3/2017,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM29862 icawbowflexca,Internal,,7/6/2017,7/3/2017,6,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,Internal,,7/6/2017,7/3/2017,3,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM29862 icawbowflexca,Internal,,7/6/2017,7/3/2017,2,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM30796 SAWDOSG2G,Internal,,7/6/2017,7/3/2017,1,Online Search,Call Center Internal
Bowflex Max Trainer,CAM30796 SAWDOSG2G,Internal,,7/6/2017,7/3/2017,1,Online Search,Call Center Internal
Treadclimber,CAM30796 SAWDOSG2G,Internal,,7/6/2017,7/3/2017,1,Online Search,Call Center Internal
Bowflex Home Gyms,CAM30891 SAWICAOSGCW,TouchPoint Integrated Communications,,7/6/2017,7/3/2017,2,Online Search,Call Center Internal
Bowflex Max Trainer,CAM30891 SAWICAOSGCW,TouchPoint Integrated Communications,,7/6/2017,7/3/2017,1,Online Search,Call Center Internal
Treadclimber,CAM30891 SAWICAOSGCW,TouchPoint Integrated Communications,,7/6/2017,7/3/2017,1,Online Search,Call Center Internal
Treadclimber,CAM30896 SAWICAOSGCT,TouchPoint Integrated Communications,,7/6/2017,7/3/2017,1,Online Search,Call Center Internal
Bowflex Brand,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,7/6/2017,7/3/2017,1,Online Search,Web
Bowflex Home Gyms,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,7/6/2017,7/3/2017,2,Online Search,Web
Bowflex Max Trainer,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,7/6/2017,7/3/2017,2,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,7/6/2017,7/3/2017,1,Online Search,Web
Treadclimber,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,7/6/2017,7/3/2017,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM40819 1800SELECTTECH,Internal,,7/6/2017,7/3/2017,1,Un-Sourced,Call Center Internal
Treadclimber,CAM40825 1800TREADCLIMBER,Internal,,7/6/2017,7/3/2017,1,Un-Sourced,Call Center Internal
Bowflex Home Gyms,CAM40992 icaosbcgl1,TouchPoint Integrated Communications,,7/6/2017,7/3/2017,1,Online Search,Web
Treadclimber,CAM40992 icaosbcgl1,TouchPoint Integrated Communications,,7/6/2017,7/3/2017,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM44443 icaosgcdsl9,TouchPoint Integrated Communications,,7/6/2017,7/3/2017,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM44446 icaosbidsl1,TouchPoint Integrated Communications,,7/6/2017,7/3/2017,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM44557 icaosgcdsl8,TouchPoint Integrated Communications,,7/6/2017,7/3/2017,6,Online Search,Web
Treadclimber,CAM45327 1800MAXTRAINER,Internal,,7/6/2017,7/3/2017,2,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM45624 ICAOSGCESL2,TouchPoint Integrated Communications,,7/6/2017,7/3/2017,1,Online Search,Web
Bowflex Max Trainer,CAM45631 ICAOFG2EFEED1,TouchPoint Integrated Communications,,7/6/2017,7/3/2017,1,Online Shopping,Web
Bowflex Max Trainer,CAM45690 SAWICAOSGCE,TouchPoint Integrated Communications,,7/6/2017,7/3/2017,1,Online Search,Call Center Internal
Bowflex Max Trainer,CAM45694 ICASESF14B,Kingstar Media,,7/6/2017,7/3/2017,1,Electronic - Short Form,Web
Bowflex Selecttech Dumbbells,CAM47283 ICAOSGCDSL12,TouchPoint Integrated Communications,,7/6/2017,7/3/2017,1,Online Search,Web
Bowflex Max Trainer,CAM50719 ICAODG2EDL1,TouchPoint Integrated Communications,,7/6/2017,7/3/2017,2,Online Display,Web
Bowflex Selecttech Dumbbells,CAM50721 ICAODG2DDL1,TouchPoint Integrated Communications,,7/6/2017,7/3/2017,1,Online Display,Web
Bowflex Max Trainer,CAM51110 OLN*C120M101VKST,Kingstar Media,,7/6/2017,7/3/2017,1,Short Form,Call Center Internal
Treadclimber,CAM51110 OLN*C120M101VKST,Kingstar Media,,7/6/2017,7/3/2017,1,Short Form,Call Center Internal
Bowflex Home Gyms,CAM51356 ICAOXFBGSCODECADAYB,Social Code,,7/6/2017,7/3/2017,1,Online Social,Web
Bowflex Max Trainer,CAM51357 ICAOXFBESCODECADAYB,Social Code,,7/6/2017,7/3/2017,2,Online Social,Web
Treadclimber,CAM51357 ICAOXFBESCODECADAYB,Social Code,,7/6/2017,7/3/2017,1,Online Social,Web
Bowflex Brand,CAM29862 icawbowflexca,Internal,,7/7/2017,7/3/2017,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM29862 icawbowflexca,Internal,,7/7/2017,7/3/2017,5,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM29862 icawbowflexca,Internal,,7/7/2017,7/3/2017,2,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM29862 icawbowflexca,Internal,,7/7/2017,7/3/2017,3,Electronic - UnSourced,Web
Treadclimber,CAM29862 icawbowflexca,Internal,,7/7/2017,7/3/2017,2,Electronic - UnSourced,Web
Treadclimber,CAM30841 icaosgctsl2,TouchPoint Integrated Communications,,7/7/2017,7/3/2017,1,Online Search,Web
Bowflex Home Gyms,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,7/7/2017,7/3/2017,5,Online Search,Web
Bowflex Max Trainer,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,7/7/2017,7/3/2017,4,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,7/7/2017,7/3/2017,1,Online Search,Web
Treadclimber,CAM31266 icaosgcgl1,TouchPoint Integrated Communications,,7/7/2017,7/3/2017,1,Online Search,Web
Bowflex Max Trainer,CAM40992 icaosbcgl1,TouchPoint Integrated Communications,,7/7/2017,7/3/2017,1,Online Search,Web
