Lead PI,Ad ID,Media Agency,Info Kit Date,Inquiry Date,Inquiry Week Monday,Leads,Market Channel,Origin
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71727248,Electronic - UnSourced,Web
Bowflex HVT,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71727348,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50714 DODG2EDL3,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71727448,Online Display,Web
Bowflex Home Gyms,CAM39441 dosbigl1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71727548,Online Search,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71727651,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71727755,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71727857,Online Search,Web
Bowflex Selecttech Dumbbells,CAM127 1800BOWFLEX_BFC,Internal,,8/16/2017,8/14/2017,71727957,Electronic - UnSourced,Call Center Internal
Bowflex Catalog,CAM127 1800BOWFLEX_BFC,Internal,,8/16/2017,8/14/2017,71727958,Electronic - UnSourced,Call Center Internal
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71727959,Online Search,Web
Results Treadmill,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71728059,Online Search,Web
Treadclimber,CAM28157 SALESFOLLOWUP,Internal,,8/16/2017,8/14/2017,71728160,Un-Sourced,Call Center Internal
Bowflex Home Gyms,CAM28157 SALESFOLLOWUP,Internal,,8/16/2017,8/14/2017,71728161,Un-Sourced,Call Center Internal
Bowflex Brand,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71728162,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,8/16/2017,8/16/2017,8/14/2017,71728262,Online Search,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71728363,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71728564,Electronic - UnSourced,Web
Bowflex Catalog,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71728664,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50972 DCBHOMESUM17,Internal,,8/16/2017,8/14/2017,71728764,Catalog,Call Center Internal
Bowflex Catalog,CAM50972 DCBHOMESUM17,Internal,,8/16/2017,8/14/2017,71728765,Catalog,Call Center Internal
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71728766,Electronic - UnSourced,Web
Bowflex HVT,CAM50808 DOFG2HFEED1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71728866,Online Shopping,Web
Bowflex Max Trainer,CAM51539 ION*N60*M350STIC,TouchPoint Integrated Communications,8/16/2017,8/16/2017,8/14/2017,71728969,Short Form,Call Center Internal
Bowflex Max Trainer,CAM30796 SAWDOSG2G,Internal,,8/16/2017,8/14/2017,71729070,Online Search,Call Center Internal
Treadclimber,CAM30796 SAWDOSG2G,Internal,,8/16/2017,8/14/2017,71729071,Online Search,Call Center Internal
Bowflex Home Gyms,CAM30796 SAWDOSG2G,Internal,,8/16/2017,8/14/2017,71729072,Online Search,Call Center Internal
Bowflex Max Trainer,CAM50820 DOSG2BXTSL2,TouchPoint Integrated Communications,8/16/2017,8/16/2017,8/14/2017,71729174,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,8/16/2017,8/16/2017,8/14/2017,71729274,Online Search,Web
Bowflex Brand,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71729374,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71729474,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71729475,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71729476,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM48985 DOSBIESL10,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71729574,Online Search,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71729675,Electronic - UnSourced,Web
Bowflex HVT,CAM50811 DOSBIHSL1,TouchPoint Integrated Communications,8/16/2017,8/16/2017,8/14/2017,71729778,Online Search,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71729878,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50714 DODG2EDL3,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71730081,Online Display,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71730181,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71730182,Electronic - UnSourced,Web
Bowflex HVT,CAM50810 DOSG2HSL1,TouchPoint Integrated Communications,8/16/2017,8/16/2017,8/14/2017,71730281,Online Search,Web
Bowflex Brand,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71730581,Online Search,Web
Bowflex Max Trainer,CAM51531 WGNAN60*M350STIC,TouchPoint Integrated Communications,8/16/2017,8/16/2017,8/14/2017,71730682,Short Form,Call Center Internal
Bowflex Max Trainer,CAM51510 LWELN60*M350CTIC,TouchPoint Integrated Communications,8/16/2017,8/16/2017,8/14/2017,71730683,Short Form,Call Center Internal
Bowflex HVT,CAM51662 DCADN60*HVTL*TIC,TouchPoint Integrated Communications,8/16/2017,8/16/2017,8/14/2017,71730687,Short Form,Call Center Internal
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71730689,Online Search,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71730789,Online Search,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71730790,Online Search,Web
Bowflex Selecttech Dumbbells,CAM37148 dosg2dsl12,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71730891,Online Search,Web
Bowflex Max Trainer,CAM50714 DODG2EDL3,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71731193,Online Display,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71731294,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71731394,Online Shopping,Web
Treadclimber,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71731395,Online Shopping,Web
Treadclimber,CAM32595 SAWDOSBIT,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71731494,Online Search,Call Center Internal
Bowflex Max Trainer,CAM49998 DODAOLEDL3,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71731501,Online Display,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71731502,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71731602,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71731702,Online Search,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71731802,Online Search,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71731902,Online Search,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71732002,Online Search,Web
Treadclimber,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71732003,Online Search,Web
Bowflex Revolution,CAM40821 1800BOWFLEX,Internal,,8/16/2017,8/14/2017,71732102,Un-Sourced,Call Center Internal
Bowflex Home Gyms,CAM40821 1800BOWFLEX,Internal,,8/16/2017,8/14/2017,71732103,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71732105,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71732206,Online Shopping,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71732411,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71732512,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71732613,Online Shopping,Web
Results Treadmill,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71732713,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71732814,Online Search,Web
Bowflex Max Trainer,CAM50714 DODG2EDL3,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71733014,Online Display,Web
Bowflex Max Trainer,CAM37440 dosg2tsl21,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71733114,Online Search,Web
Treadclimber,CAM37440 dosg2tsl21,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71733115,Online Search,Web
Bowflex Home Gyms,CAM37116 dosg2gsl26,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71733214,Online Search,Web
Bowflex Revolution,CAM37116 dosg2gsl26,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71733314,Online Search,Web
Bowflex Home Gyms,CAM40821 1800BOWFLEX,Internal,,8/16/2017,8/14/2017,71733414,Un-Sourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71733419,Electronic - UnSourced,Web
Bowflex HVT,CAM50810 DOSG2HSL1,TouchPoint Integrated Communications,8/16/2017,8/16/2017,8/14/2017,71733519,Online Search,Call Center Internal
Results Elliptical,CAM30796 SAWDOSG2G,Internal,,8/16/2017,8/14/2017,71733520,Online Search,Call Center Internal
Bowflex Home Gyms,CAM30796 SAWDOSG2G,Internal,,8/16/2017,8/14/2017,71733521,Online Search,Call Center Internal
Bowflex Catalog,CAM127 1800BOWFLEX_BFC,Internal,8/16/2017,8/16/2017,8/14/2017,71733522,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM44551 dosg2esl4,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71733523,Online Search,Web
Bowflex Catalog,CAM16616 DEGBFBHG,Internal,8/16/2017,8/16/2017,8/14/2017,71733626,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71733826,Online Search,Web
Treadclimber,CAM45327 1800MAXTRAINER,Internal,,8/16/2017,8/14/2017,71733927,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,8/16/2017,8/16/2017,8/14/2017,71733929,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71734129,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71734229,Electronic - UnSourced,Web
Bowflex HVT,CAM16616 DEGBFBHG,Internal,8/16/2017,8/16/2017,8/14/2017,71734433,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50714 DODG2EDL3,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71734533,Online Display,Web
Bowflex Catalog,CAM44429 dosbiesl1,TouchPoint Integrated Communications,8/16/2017,8/16/2017,8/14/2017,71734633,Online Search,Web
Bowflex Catalog,CAM44497 dosg2esl1,TouchPoint Integrated Communications,8/16/2017,8/16/2017,8/14/2017,71734733,Online Search,Web
Bowflex HVT,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71734734,Electronic - UnSourced,Web
Bowflex UpperCut,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71734833,Online Search,Web
Bowflex Selecttech Dumbbells,CAM37432 dosg2dsl18,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71734933,Online Search,Web
Bowflex HVT,CAM50810 DOSG2HSL1,TouchPoint Integrated Communications,8/16/2017,8/16/2017,8/14/2017,71735035,Online Search,Web
Bowflex Home Gyms,CAM30796 SAWDOSG2G,Internal,,1/17/2016,1/11/2016,71735136,Online Search,Call Center Internal
Bowflex Max Trainer,CAM45898 DOXFBERESPONSE,Internal,,8/16/2017,8/14/2017,71735151,Online Social,Call Center Internal
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71735152,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM47150 DOSG2ESL9,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71735352,Online Search,Web
Bowflex Brand,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71735756,Online Search,Web
Bowflex HVT,CAM16616 DEGBFBHG,Internal,8/16/2017,8/16/2017,8/14/2017,71735957,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44948 dofbiefeed1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71736057,Online Shopping,Web
Treadclimber,CAM45042 SAWDOFBIE,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71736560,Online Shopping,Call Center Internal
Bowflex Selecttech Dumbbells,CAM37148 dosg2dsl12,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71736561,Online Search,Web
Bowflex Catalog,CAM16616 DEGBFBHG,Internal,8/16/2017,8/16/2017,8/14/2017,71736664,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71736864,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,Internal,,8/16/2017,8/14/2017,71736966,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,Internal,,8/16/2017,8/14/2017,71736967,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM48984 DOSG2ESL11,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71736969,Online Search,Web
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,Internal,,8/16/2017,8/14/2017,71737069,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71737071,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71737171,Online Shopping,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71737172,Electronic - UnSourced,Web
Bowflex Brand,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71737272,Online Search,Web
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,Internal,,8/16/2017,8/14/2017,71737372,Un-Sourced,Call Center Internal
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71737373,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71737474,Online Shopping,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71737574,Online Shopping,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71737675,Electronic - UnSourced,Web
Bowflex HVT,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71737775,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,Internal,,8/16/2017,8/14/2017,71737875,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM51539 ION*N60*M350STIC,TouchPoint Integrated Communications,8/16/2017,8/16/2017,8/14/2017,71737878,Short Form,Call Center Internal
Bowflex Max Trainer,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71737983,Online Search,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71737984,Online Search,Web
Bowflex Max Trainer,CAM50256 DODG2EDL1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71738084,Online Display,Web
Bowflex Catalog,CAM50818 DOSG2BXTSL1,TouchPoint Integrated Communications,8/16/2017,8/16/2017,8/14/2017,71738388,Online Search,Web
Treadclimber,CAM45327 1800MAXTRAINER,Internal,,8/16/2017,8/14/2017,71738488,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM44429 dosbiesl1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71738489,Online Search,Web
Treadclimber,CAM44429 dosbiesl1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71738490,Online Search,Web
Treadclimber,CAM50818 DOSG2BXTSL1,TouchPoint Integrated Communications,8/16/2017,8/16/2017,8/14/2017,71738590,Online Search,Web
Bowflex HVT,CAM16616 DEGBFBHG,Internal,8/16/2017,8/16/2017,8/14/2017,71738690,Electronic - UnSourced,Web
Treadclimber,CAM50714 DODG2EDL3,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71738790,Online Display,Web
Treadclimber,CAM37440 dosg2tsl21,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71738993,Online Search,Web
Bowflex Brand,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71739093,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,TouchPoint Integrated Communications,8/16/2017,8/16/2017,8/14/2017,71739293,Online Search,Web
Bowflex HVT,CAM51286 DODAMBHDL1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71739393,Online Display,Web
Bowflex Selecttech Dumbbells,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71739493,Electronic - UnSourced,Web
Treadclimber,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71739494,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71739495,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71739593,Online Search,Web
Bowflex Catalog,CAM127 1800BOWFLEX_BFC,Internal,,8/16/2017,8/14/2017,71739693,Electronic - UnSourced,Call Center Internal
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71739694,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71739695,Electronic - UnSourced,Web
Treadclimber,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71739696,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM50714 DODG2EDL3,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71739896,Online Display,Web
Bowflex Brand,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71739897,Online Search,Web
Bowflex Revolution,CAM37743 dosbigsl6,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71739996,Online Search,Web
Treadclimber,CAM50255 SAWDODG2E,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71740196,Online Display,Call Center Internal
Treadclimber,CAM37440 dosg2tsl21,TouchPoint Integrated Communications,8/16/2017,8/16/2017,8/14/2017,71740302,Online Search,Web
Bowflex Max Trainer,CAM51530 DISAN60*M350STIC,TouchPoint Integrated Communications,8/16/2017,8/16/2017,8/14/2017,71740502,Short Form,Call Center Internal
Bowflex Max Trainer,CAM45798 DSEESF14H,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71740704,Electronic - Short Form,Web
Bowflex Selecttech Dumbbells,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71740804,Online Search,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71740805,Online Search,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71741005,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71741105,Online Search,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71741204,Online Search,Web
Bowflex Selecttech Dumbbells,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71741404,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71741504,Electronic - UnSourced,Web
Bowflex Brand,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71741604,Online Search,Web
Bowflex Max Trainer,CAM51500 TESCN60*M350CTIC,TouchPoint Integrated Communications,8/16/2017,8/16/2017,8/14/2017,71741704,Short Form,Call Center Internal
Bowflex HVT,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71741706,Online Search,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71741707,Online Search,Web
Bowflex Home Gyms,CAM34643 dodg2ddl1,TouchPoint Integrated Communications,8/16/2017,8/16/2017,8/14/2017,71741805,Online Display,Web
Bowflex Brand,CAM31081 dosg2gl1,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71741905,Online Search,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71742005,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71742006,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM28157 SALESFOLLOWUP,Internal,,8/16/2017,8/14/2017,71742105,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM31081 dosg2gl1,TouchPoint Integrated Communications,8/16/2017,8/16/2017,8/14/2017,71742206,Online Search,Web
Results Treadmill,CAM50815 DODG2BXTDL2,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71742406,Online Display,Web
Bowflex Max Trainer,CAM48985 DOSBIESL10,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71742506,Online Search,Web
Treadclimber,CAM48985 DOSBIESL10,TouchPoint Integrated Communications,,8/16/2017,8/14/2017,71742507,Online Search,Web
Bowflex Brand,CAM16616 DEGBFBHG,Internal,,8/16/2017,8/14/2017,71742606,Electronic - UnSourced,Web
