Bowflex Selecttech Dumbbells,CAM49389 DCBHOMESUM16,,7/15/2016,7/11/2016,1,Catalog,Web
Bowflex Catalog,CAM40821 1800BOWFLEX,,7/19/2016,7/18/2016,1,Un-Sourced,Call Center Internal
Bowflex Home Gyms,CAM40821 1800BOWFLEX,,7/19/2016,7/18/2016,2,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM40821 1800BOWFLEX,,7/19/2016,7/18/2016,1,Un-Sourced,Call Center Internal
Treadclimber,CAM40825 1800TREADCLIMBER,,7/19/2016,7/18/2016,1,Un-Sourced,Call Center Internal
Treadclimber,CAM43683 dosbitsl14,7/19/2016,7/19/2016,7/18/2016,4,Online Search,Web
Treadclimber,CAM44065 SAWDOSG2TMOBILE2,7/19/2016,7/19/2016,7/18/2016,2,Online Search,Call Center Internal
Bowflex Max Trainer,CAM44172 dseesf14a,7/19/2016,7/19/2016,7/18/2016,27,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44172 dseesf14a,,7/19/2016,7/18/2016,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44191 dseesf14d,7/19/2016,7/19/2016,7/18/2016,4,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44213 dseesf14b,7/19/2016,7/19/2016,7/18/2016,10,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44213 dseesf14b,,7/19/2016,7/18/2016,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44215 SAWDSEESF14A,,7/19/2016,7/18/2016,1,Electronic - Short Form,Call Center Internal
Bowflex Max Trainer,CAM44218 SAWDSEESF14D,7/19/2016,7/19/2016,7/18/2016,1,Electronic - Short Form,Third Party Call Center - Evolve
Treadclimber,CAM44223 SAWDOSBIE,,7/19/2016,7/18/2016,1,Online Search,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM44230 SAWDOSG2E,,7/19/2016,7/18/2016,2,Online Search,Call Center Internal
Treadclimber,CAM44230 SAWDOSG2E,,7/19/2016,7/18/2016,1,Online Search,Call Center Internal
Bowflex Max Trainer,CAM44236 SAWMAX,,7/19/2016,7/18/2016,1,Electronic - UnSourced,Call Center Internal
Bowflex Selecttech Dumbbells,CAM44374 SAWDODSME,,7/19/2016,7/18/2016,1,Online Display,Call Center Internal
Treadclimber,CAM44374 SAWDODSME,,7/19/2016,7/18/2016,1,Online Display,Call Center Internal
Bowflex Catalog,CAM44429 dosbiesl1,,7/19/2016,7/18/2016,1,Online Search,Web
Bowflex Max Trainer,CAM44429 dosbiesl1,7/19/2016,7/19/2016,7/18/2016,2,Online Search,Web
Bowflex Max Trainer,CAM44429 dosbiesl1,,7/19/2016,7/18/2016,10,Online Search,Web
Treadclimber,CAM44429 dosbiesl1,,7/19/2016,7/18/2016,1,Online Search,Web
Bowflex Max Trainer,CAM44436 dosg2esl2,7/19/2016,7/19/2016,7/18/2016,9,Online Search,Web
Treadclimber,CAM44450 dofbitfeed2,,7/19/2016,7/18/2016,2,Online Shopping,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,7/19/2016,7/19/2016,7/18/2016,3,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,,7/19/2016,7/18/2016,24,Online Search,Web
Treadclimber,CAM44497 dosg2esl1,,7/19/2016,7/18/2016,1,Online Search,Web
Bowflex Max Trainer,CAM44560 dosg2esl5,7/19/2016,7/19/2016,7/18/2016,1,Online Search,Web
Bowflex Max Trainer,CAM44560 dosg2esl5,,7/19/2016,7/18/2016,5,Online Search,Web
Treadclimber,CAM44560 dosg2esl5,,7/19/2016,7/18/2016,1,Online Search,Web
Bowflex Max Trainer,CAM44565 dosbiesl5,7/19/2016,7/19/2016,7/18/2016,1,Online Search,Web
Bowflex Max Trainer,CAM44565 dosbiesl5,,7/19/2016,7/18/2016,1,Online Search,Web
Bowflex Home Gyms,CAM44626 1800BOWFLEX_BMT,,7/19/2016,7/18/2016,1,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM44626 1800BOWFLEX_BMT,,7/19/2016,7/18/2016,1,Electronic - UnSourced,Call Center Internal
Bowflex Catalog,CAM44887 dofg2efeed1,,7/19/2016,7/18/2016,1,Online Shopping,Web
Bowflex Home Gyms,CAM44887 dofg2efeed1,,7/19/2016,7/18/2016,1,Online Shopping,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,7/19/2016,7/19/2016,7/18/2016,1,Online Shopping,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,,7/19/2016,7/18/2016,21,Online Shopping,Web
Treadclimber,CAM44887 dofg2efeed1,,7/19/2016,7/18/2016,5,Online Shopping,Web
Bowflex Max Trainer,CAM45043 SAWDOFG2E,,7/19/2016,7/18/2016,2,Online Shopping,Call Center Internal
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,,7/19/2016,7/18/2016,2,Un-Sourced,Call Center Internal
Schwinn,CAM45327 1800MAXTRAINER,,7/19/2016,7/18/2016,2,Un-Sourced,Call Center Internal
Treadclimber,CAM45327 1800MAXTRAINER,,7/19/2016,7/18/2016,1,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM45387 DSEESF14E,7/19/2016,7/19/2016,7/18/2016,5,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45388 DSEESF14F,7/19/2016,7/19/2016,7/18/2016,3,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45729 DOSG2ESL6,,7/19/2016,7/18/2016,2,Online Search,Web
Bowflex Max Trainer,CAM45730 DOSG2ESL7,,7/19/2016,7/18/2016,1,Online Search,Web
Bowflex Max Trainer,CAM45732 DOSBIESL7,,7/19/2016,7/18/2016,1,Online Search,Web
Bowflex Max Trainer,CAM45798 DSEESF14H,7/19/2016,7/19/2016,7/18/2016,15,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45798 DSEESF14H,,7/19/2016,7/18/2016,2,Electronic - Short Form,Web
Treadclimber,CAM45798 DSEESF14H,,7/19/2016,7/18/2016,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45800 DSEESF14J,7/19/2016,7/19/2016,7/18/2016,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45852 DOSG2TSL32,,7/19/2016,7/18/2016,1,Online Search,Call Center Internal
Treadclimber,CAM45852 DOSG2TSL32,,7/19/2016,7/18/2016,1,Online Search,Call Center Internal
Treadclimber,CAM45852 DOSG2TSL32,7/19/2016,7/19/2016,7/18/2016,26,Online Search,Web
Treadclimber,CAM45852 DOSG2TSL32,,7/19/2016,7/18/2016,1,Online Search,Web
Treadclimber,CAM45897 DOXFBTRESPONSE,,7/19/2016,7/18/2016,1,Online Social,Web
Bowflex Max Trainer,CAM45910 DODADCEDL3,,7/19/2016,7/18/2016,1,Online Display,Web
Treadclimber,CAM46399 CMGTP60*GRT2HWST,7/19/2016,7/19/2016,7/18/2016,4,Short Form,Third Party Call Center - West
Treadclimber,CAM47150 DOSG2ESL9,,7/19/2016,7/18/2016,1,Online Search,Call Center Internal
Bowflex Max Trainer,CAM47150 DOSG2ESL9,,7/19/2016,7/18/2016,20,Online Search,Web
Treadclimber,CAM47150 DOSG2ESL9,,7/19/2016,7/18/2016,2,Online Search,Web
Bowflex Max Trainer,CAM47152 DOSBIESL8,,7/19/2016,7/18/2016,1,Online Search,Web
Bowflex Brand,CAM47170 DOXFBGL1,,7/19/2016,7/18/2016,2,Online Social,Web
Bowflex Max Trainer,CAM47239 SAWDODCTOE,7/19/2016,7/19/2016,7/18/2016,1,Online Display,Call Center Internal
Bowflex Max Trainer,CAM47239 SAWDODCTOE,,7/19/2016,7/18/2016,3,Online Display,Call Center Internal
Treadclimber,CAM47239 SAWDODCTOE,,7/19/2016,7/18/2016,2,Online Display,Call Center Internal
Bowflex Catalog,CAM47251 DODCTOEDL2,,7/19/2016,7/18/2016,1,Online Display,Web
Bowflex Max Trainer,CAM47251 DODCTOEDL2,7/19/2016,7/19/2016,7/18/2016,5,Online Display,Web
Bowflex Max Trainer,CAM47251 DODCTOEDL2,,7/19/2016,7/18/2016,9,Online Display,Web
Bowflex Selecttech Dumbbells,CAM47251 DODCTOEDL2,,7/19/2016,7/18/2016,1,Online Display,Web
Treadclimber,CAM47251 DODCTOEDL2,,7/19/2016,7/18/2016,1,Online Display,Web
Treadclimber,CAM47254 DODCTOTDL1,,7/19/2016,7/18/2016,4,Online Display,Web
Bowflex Selecttech Dumbbells,CAM47266 DODCTODDL1,,7/19/2016,7/18/2016,1,Online Display,Web
Treadclimber,CAM48183 SAWDOXFBTSCODE,,7/19/2016,7/18/2016,1,Online Social,Call Center Internal
Treadclimber,CAM48184 DOXFBTSCODE001,,7/19/2016,7/18/2016,1,Online Social,Web
Bowflex Max Trainer,CAM48186 DOXFBTSCODE003,,7/19/2016,7/18/2016,1,Online Social,Web
Treadclimber,CAM48186 DOXFBTSCODE003,,7/19/2016,7/18/2016,2,Online Social,Web
Treadclimber,CAM48188 DOXFBTSCODE005,,7/19/2016,7/18/2016,1,Online Social,Web
Bowflex Home Gyms,CAM48202 DOXFBESCODE002,,7/19/2016,7/18/2016,1,Online Social,Web
Bowflex Max Trainer,CAM48202 DOXFBESCODE002,,7/19/2016,7/18/2016,3,Online Social,Web
Bowflex Max Trainer,CAM48203 DOXFBESCODE003,,7/19/2016,7/18/2016,2,Online Social,Web
Bowflex Selecttech Dumbbells,CAM48207 DOXFBDSCODE001,,7/19/2016,7/18/2016,5,Online Social,Web
Bowflex Selecttech Dumbbells,CAM48209 DOXFBDSCODE003,,7/19/2016,7/18/2016,2,Online Social,Web
Bowflex Brand,CAM48218 DOXFBSCODE005,,7/19/2016,7/18/2016,2,Online Social,Web
Bowflex Home Gyms,CAM48218 DOXFBSCODE005,,7/19/2016,7/18/2016,1,Online Social,Web
Bowflex Max Trainer,CAM48218 DOXFBSCODE005,,7/19/2016,7/18/2016,2,Online Social,Web
Treadclimber,CAM48218 DOXFBSCODE005,,7/19/2016,7/18/2016,1,Online Social,Web
Treadclimber,CAM48421 ATVLL60*HKINGTIC,7/19/2016,7/19/2016,7/18/2016,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48488 TVLDN60*HKINGTIC,,7/19/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM48496 HMM*N120HKINGTIC,7/19/2016,7/19/2016,7/18/2016,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM48514 DISEN60*HKINGTIC,7/19/2016,7/19/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM48517 LMN*N60*HKINGTIC,7/19/2016,7/19/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Selecttech Dumbbells,CAM48518 INSPN180HKINGTIC,,7/19/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM48518 INSPN180HKINGTIC,7/19/2016,7/19/2016,7/18/2016,2,Short Form,Call Center Internal
Treadclimber,CAM48518 INSPN180HKINGTIC,7/19/2016,7/19/2016,7/18/2016,2,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM48520 DLFEN180HKINGTIC,7/19/2016,7/19/2016,7/18/2016,2,Short Form,Call Center Internal
Bowflex Catalog,CAM48521 HMM*N180HKINGTIC,,7/19/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM48521 HMM*N180HKINGTIC,7/19/2016,7/19/2016,7/18/2016,14,Short Form,Call Center Internal
Treadclimber,CAM48521 HMM*N180HKINGTIC,,7/19/2016,7/18/2016,2,Short Form,Call Center Internal
Treadclimber,CAM48521 HMM*N180HKINGTIC,7/19/2016,7/19/2016,7/18/2016,1,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM48657 ION*N60*HKINGTIC,7/19/2016,7/19/2016,7/18/2016,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48746 VEL*N120J14FSTIC,7/19/2016,7/19/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48753 RELZN120J14FSTIC,7/19/2016,7/19/2016,7/18/2016,4,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48753 RELZN120J14FSTIC,7/19/2016,7/19/2016,7/18/2016,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM48756 LAFFN120J14FSTIC,7/19/2016,7/19/2016,7/18/2016,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48760 ODORN120J14FSTIC,7/19/2016,7/19/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM48760 ODORN120J14FSTIC,,7/19/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48772 VEL*N180JACFSTIC,7/19/2016,7/19/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48772 VEL*N180JACFSTIC,,7/19/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48777 VH1CN180JACFSTIC,7/19/2016,7/19/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48793 HERON5MNHAMFSTIC,7/19/2016,7/19/2016,7/18/2016,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48793 HERON5MNHAMFSTIC,7/26/2016,7/19/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48876 DSEESF15A,7/19/2016,7/19/2016,7/18/2016,11,Electronic - Short Form,Web
Bowflex Max Trainer,CAM48876 DSEESF15A,,7/19/2016,7/18/2016,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM48963 ODORN60*J14FSTIC,7/19/2016,7/19/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM48984 DOSG2ESL11,,7/19/2016,7/18/2016,1,Online Search,Web
Bowflex Max Trainer,CAM49225 CHLRN5MNHAMFSTIC,7/19/2016,7/19/2016,7/18/2016,1,Short Form,Third Party Call Center - Evolve
Bowflex Selecttech Dumbbells,CAM49228 INSPN120BOO16TIC,,7/19/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49228 INSPN120BOO16TIC,7/19/2016,7/19/2016,7/18/2016,3,Short Form,Call Center Internal
Treadclimber,CAM49228 INSPN120BOO16TIC,,7/19/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49229 METVN120BOO16TIC,7/19/2016,7/19/2016,7/18/2016,8,Short Form,Call Center Internal
Treadclimber,CAM49234 GET*N120BOO16TIC,7/19/2016,7/19/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49237 MOVSN120BOO16TIC,7/19/2016,7/19/2016,7/18/2016,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49245 SAWDODSTLE,,7/19/2016,7/18/2016,1,Online Display,Call Center Internal
Bowflex Max Trainer,CAM49246 DODSTLEDL1,,7/19/2016,7/18/2016,2,Online Display,Web
Bowflex Max Trainer,CAM49249 DODEXLEDL1,7/19/2016,7/19/2016,7/18/2016,1,Online Display,Web
Treadclimber,CAM49292 DSETSF16A,7/19/2016,7/19/2016,7/18/2016,3,Electronic - Short Form,Web
Treadclimber,CAM49292 DSETSF16A,,7/19/2016,7/18/2016,4,Electronic - Short Form,Web
Bowflex Max Trainer,CAM49295 DSEESF16A,7/19/2016,7/19/2016,7/18/2016,6,Electronic - Short Form,Web
Bowflex Max Trainer,CAM49295 DSEESF16A,,7/19/2016,7/18/2016,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM49297 DSEESF16C,7/19/2016,7/19/2016,7/18/2016,8,Electronic - Short Form,Web
Bowflex Max Trainer,CAM49297 DSEESF16C,,7/19/2016,7/18/2016,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM49336 SUNDN120HAM7*TIC,7/19/2016,7/19/2016,7/18/2016,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49339 SPKEN120HAM7*TIC,7/19/2016,7/19/2016,7/18/2016,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49339 SPKEN120HAM7*TIC,,7/19/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49345 JUSTN120HAM7*TIC,7/19/2016,7/19/2016,7/18/2016,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49345 JUSTN120HAM7*TIC,,7/19/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49345 JUSTN120HAM7*TIC,7/19/2016,7/19/2016,7/18/2016,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM49346 GRITN120HAM7*TIC,7/19/2016,7/19/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49346 GRITN120HAM7*TIC,7/19/2016,7/19/2016,7/18/2016,2,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM49348 CMT*N120HAM7*TIC,7/19/2016,7/19/2016,7/18/2016,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49349 FOXNN120HAM7*TIC,7/19/2016,7/19/2016,7/18/2016,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49349 FOXNN120HAM7*TIC,7/19/2016,7/19/2016,7/18/2016,3,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM49354 DTVSN60*HAM7*TIC,7/19/2016,7/19/2016,7/18/2016,4,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49354 DTVSN60*HAM7*TIC,,7/19/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49402 HMM*N120BOO16TIC,7/19/2016,7/19/2016,7/18/2016,6,Short Form,Call Center Internal
Treadclimber,CAM49402 HMM*N120BOO16TIC,,7/19/2016,7/18/2016,2,Short Form,Call Center Internal
Treadclimber,CAM49424 DOSG2T,7/19/2016,7/19/2016,7/18/2016,1,Online Search,Call Center Internal
Bowflex Max Trainer,CAM49443 HMM*N120HAM7*TIC,7/19/2016,7/19/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49445 ION*N60*HAM7*TIC,7/19/2016,7/19/2016,7/18/2016,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM49461 DISAN60*HAM7*TIC,7/19/2016,7/19/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49474 DRTFN60*HKINGTIC,7/19/2016,7/19/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49502 HMM*N120ABC16TIC,,7/19/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49504 INSPN120ABC16TIC,7/19/2016,7/19/2016,7/18/2016,9,Short Form,Call Center Internal
Treadclimber,CAM49504 INSPN120ABC16TIC,7/19/2016,7/19/2016,7/18/2016,3,Short Form,Third Party Call Center - Evolve
Treadclimber,CAM49505 METVN120ABC16TIC,7/19/2016,7/19/2016,7/18/2016,5,Short Form,Call Center Internal
Treadclimber,CAM49507 GAMEN120ABC16TIC,7/19/2016,7/19/2016,7/18/2016,3,Short Form,Call Center Internal
Treadclimber,CAM49508 DCADN120ABC16TIC,7/19/2016,7/19/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49508 DCADN120ABC16TIC,,7/19/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49509 TESCN120ABC16TIC,7/19/2016,7/19/2016,7/18/2016,2,Short Form,Call Center Internal
Treadclimber,CAM49510 GET*N120ABC16TIC,7/19/2016,7/19/2016,7/18/2016,4,Short Form,Call Center Internal
Treadclimber,CAM49514 LMN*N60*ABC16TIC,7/19/2016,7/19/2016,7/18/2016,2,Short Form,Call Center Internal
Treadclimber,CAM49514 LMN*N60*ABC16TIC,,7/19/2016,7/18/2016,2,Short Form,Call Center Internal
Treadclimber,CAM49517 DRTFN60*ABC16TIC,7/19/2016,7/19/2016,7/18/2016,4,Short Form,Call Center Internal
Treadclimber,CAM49519 P0716ENTWKLYNMPA,7/19/2016,7/19/2016,7/18/2016,1,Print,Call Center Internal
Bowflex Max Trainer,CAM49535 ESPLL60*HAM7*TIC,7/19/2016,7/19/2016,7/18/2016,1,Short Form,Call Center Internal
Treadclimber,CAM49535 ESPLL60*HAM7*TIC,,7/19/2016,7/18/2016,1,Short Form,Call Center Internal
Bowflex Catalog,CAM127 1800BOWFLEX_BFC,7/20/2016,7/20/2016,7/18/2016,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM133 1800BOWFLEX_TRC,7/20/2016,7/20/2016,7/18/2016,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM16426 DSETDIR,7/20/2016,7/20/2016,7/18/2016,1,Electronic - Short Form,Web
Treadclimber,CAM16426 DSETDIR,,7/20/2016,7/18/2016,2,Electronic - Short Form,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,,7/20/2016,7/18/2016,1,Electronic - UnSourced,Call Center Internal
Treadclimber,CAM16616 DEGBFBHG,,7/20/2016,7/18/2016,1,Electronic - UnSourced,Call Center Internal
Bowflex Brand,CAM16616 DEGBFBHG,,7/20/2016,7/18/2016,26,Electronic - UnSourced,Web
Bowflex Catalog,CAM16616 DEGBFBHG,,7/20/2016,7/18/2016,3,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,7/20/2016,7/20/2016,7/18/2016,1,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM16616 DEGBFBHG,,7/20/2016,7/18/2016,38,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,7/20/2016,7/20/2016,7/18/2016,7,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM16616 DEGBFBHG,,7/20/2016,7/18/2016,34,Electronic - UnSourced,Web
Bowflex Revolution,CAM16616 DEGBFBHG,,7/20/2016,7/18/2016,2,Electronic - UnSourced,Web
Bowflex Selecttech Dumbbells,CAM16616 DEGBFBHG,,7/20/2016,7/18/2016,19,Electronic - UnSourced,Web
Treadclimber,CAM16616 DEGBFBHG,7/20/2016,7/20/2016,7/18/2016,5,Electronic - UnSourced,Web
Treadclimber,CAM16616 DEGBFBHG,,7/20/2016,7/18/2016,11,Electronic - UnSourced,Web
Bowflex Home Gyms,CAM27401 DEFAULTADID,,7/20/2016,7/18/2016,1,Electronic - Short Form,Call Center Internal
Bowflex Home Gyms,CAM28157 SALESFOLLOWUP,,7/20/2016,7/18/2016,4,Un-Sourced,Call Center Internal
Treadclimber,CAM28157 SALESFOLLOWUP,,7/20/2016,7/18/2016,1,Un-Sourced,Call Center Internal
Bowflex Home Gyms,CAM28737 SAWGEFRIEND,,7/20/2016,7/18/2016,1,Electronic - Short Form,Call Center Internal
Bowflex Home Gyms,CAM30755 dosg2gsl1,,7/20/2016,7/18/2016,4,Online Search,Web
Bowflex Revolution,CAM30755 dosg2gsl1,,7/20/2016,7/18/2016,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM30793 SAWDOSG2D,,7/20/2016,7/18/2016,1,Online Search,Call Center Internal
Bowflex Home Gyms,CAM30796 SAWDOSG2G,,7/20/2016,7/18/2016,2,Online Search,Call Center Internal
Bowflex Brand,CAM31081 dosg2gl1,,7/20/2016,7/18/2016,10,Online Search,Web
Bowflex Home Gyms,CAM31081 dosg2gl1,,7/20/2016,7/18/2016,19,Online Search,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,7/20/2016,7/20/2016,7/18/2016,1,Online Search,Web
Bowflex Max Trainer,CAM31081 dosg2gl1,,7/20/2016,7/18/2016,6,Online Search,Web
Bowflex Revolution,CAM31081 dosg2gl1,,7/20/2016,7/18/2016,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM31081 dosg2gl1,,7/20/2016,7/18/2016,3,Online Search,Web
Treadclimber,CAM31081 dosg2gl1,,7/20/2016,7/18/2016,4,Online Search,Web
Bowflex Selecttech Dumbbells,CAM32061 dofg2dfeed1,,7/20/2016,7/18/2016,3,Online Shopping,Web
Bowflex Home Gyms,CAM32062 dofg2gfeed1,,7/20/2016,7/18/2016,2,Online Shopping,Web
Bowflex Home Gyms,CAM32080 SAWDOFG2G,,7/20/2016,7/18/2016,1,Online Shopping,Call Center Internal
Bowflex Max Trainer,CAM32080 SAWDOFG2G,,7/20/2016,7/18/2016,1,Online Shopping,Call Center Internal
Treadclimber,CAM32123 dofg2tfeed1,,7/20/2016,7/18/2016,4,Online Shopping,Web
Treadclimber,CAM32595 SAWDOSBIT,,7/20/2016,7/18/2016,1,Online Search,Call Center Internal
Treadclimber,CAM34925 SAWDODBETT,,7/20/2016,7/18/2016,1,Online Display,Call Center Internal
Bowflex Max Trainer,CAM36104 SAWSF11E,,7/20/2016,7/18/2016,1,Electronic - Short Form,Call Center Internal
Treadclimber,CAM36104 SAWSF11E,,7/20/2016,7/18/2016,1,Electronic - Short Form,Call Center Internal
Bowflex Max Trainer,CAM36194 dosg2tsl1,,7/20/2016,7/18/2016,1,Online Search,Web
Treadclimber,CAM36298 dsetsf11g,,7/20/2016,7/18/2016,3,Electronic - Short Form,Web
Bowflex Home Gyms,CAM36608 dsetsf12a,,7/20/2016,7/18/2016,1,Electronic - Short Form,Web
Treadclimber,CAM36608 dsetsf12a,7/20/2016,7/20/2016,7/18/2016,18,Electronic - Short Form,Web
Treadclimber,CAM36608 dsetsf12a,,7/20/2016,7/18/2016,2,Electronic - Short Form,Web
Bowflex Max Trainer,CAM36885 dosbitsl2,7/20/2016,7/20/2016,7/18/2016,1,Online Search,Web
Treadclimber,CAM36885 dosbitsl2,,7/20/2016,7/18/2016,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM37112 dosg2dsl11,,7/20/2016,7/18/2016,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM37428 dosg2dsl14,,7/20/2016,7/18/2016,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM37429 dosg2dsl15,,7/20/2016,7/18/2016,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM37432 dosg2dsl18,,7/20/2016,7/18/2016,1,Online Search,Web
Bowflex Home Gyms,CAM37440 dosg2tsl21,,7/20/2016,7/18/2016,1,Online Search,Web
Treadclimber,CAM37440 dosg2tsl21,,7/20/2016,7/18/2016,8,Online Search,Web
Treadclimber,CAM37443 dosg2tsl24,,7/20/2016,7/18/2016,1,Online Search,Web
Treadclimber,CAM37492 dosbitsl5,7/20/2016,7/20/2016,7/18/2016,4,Online Search,Web
Bowflex Max Trainer,CAM37655 dosbitsl10,7/20/2016,7/20/2016,7/18/2016,1,Online Search,Web
Bowflex Max Trainer,CAM37655 dosbitsl10,,7/20/2016,7/18/2016,1,Online Search,Web
Treadclimber,CAM37655 dosbitsl10,7/20/2016,7/20/2016,7/18/2016,2,Online Search,Web
Treadclimber,CAM37655 dosbitsl10,,7/20/2016,7/18/2016,1,Online Search,Web
Bowflex Max Trainer,CAM38406 SAWDPETPRINT12F,,7/20/2016,7/18/2016,2,Electronic - Print,Call Center Internal
Treadclimber,CAM38406 SAWDPETPRINT12F,,7/20/2016,7/18/2016,2,Electronic - Print,Call Center Internal
Treadclimber,CAM38842 dosg2tsl27,7/20/2016,7/20/2016,7/18/2016,3,Online Search,Web
Bowflex Home Gyms,CAM39441 dosbigl1,,7/20/2016,7/18/2016,8,Online Search,Web
Bowflex Max Trainer,CAM39441 dosbigl1,7/20/2016,7/20/2016,7/18/2016,1,Online Search,Web
Bowflex Max Trainer,CAM39441 dosbigl1,,7/20/2016,7/18/2016,7,Online Search,Web
Bowflex Revolution,CAM39441 dosbigl1,,7/20/2016,7/18/2016,1,Online Search,Web
Bowflex Selecttech Dumbbells,CAM39441 dosbigl1,,7/20/2016,7/18/2016,1,Online Search,Web
Treadclimber,CAM39441 dosbigl1,7/20/2016,7/20/2016,7/18/2016,1,Online Search,Web
Treadclimber,CAM39441 dosbigl1,,7/20/2016,7/18/2016,4,Online Search,Web
