Bowflex Max Trainer,CAM46526 DCBHOMEWIN15,,4/25/2015,4/20/2015,1,Catalog,Web
Bowflex Max Trainer,CAM47199 VH1CN120HAMBYTIC,5/3/2015,5/3/2015,4/27/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47200 HERON120HAMBYTIC,4/27/2015,4/27/2015,4/27/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47200 HERON120HAMBYTIC,4/28/2015,4/28/2015,4/27/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47200 HERON120HAMBYTIC,4/29/2015,4/29/2015,4/27/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47200 HERON120HAMBYTIC,4/30/2015,4/30/2015,4/27/2015,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47200 HERON120HAMBYTIC,5/1/2015,5/1/2015,4/27/2015,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47284 ODORN120HAMBYTIC,4/27/2015,4/27/2015,4/27/2015,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47284 ODORN120HAMBYTIC,5/2/2015,5/2/2015,4/27/2015,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47284 ODORN120HAMBYTIC,4/28/2015,4/28/2015,4/27/2015,2,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47284 ODORN120HAMBYTIC,5/2/2015,5/2/2015,4/27/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47284 ODORN120HAMBYTIC,5/3/2015,5/3/2015,4/27/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47287 IDISN60*HAMF*TIC,4/29/2015,4/29/2015,4/27/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47287 IDISN60*HAMF*TIC,5/3/2015,5/3/2015,4/27/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47361 PUREN180HAMF*TIC,4/27/2015,4/27/2015,4/27/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47361 PUREN180HAMF*TIC,4/29/2015,4/29/2015,4/27/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47362 H2**N180HAMF*TIC,4/27/2015,4/27/2015,4/27/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47362 H2**N180HAMF*TIC,4/29/2015,4/29/2015,4/27/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47362 H2**N180HAMF*TIC,5/1/2015,5/1/2015,4/27/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47363 VEL*N180HAMF*TIC,4/29/2015,4/29/2015,4/27/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47363 VEL*N180HAMF*TIC,5/1/2015,5/1/2015,4/27/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47363 VEL*N180HAMF*TIC,4/28/2015,4/28/2015,4/27/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47363 VEL*N180HAMF*TIC,4/29/2015,4/29/2015,4/27/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47363 VEL*N180HAMF*TIC,5/1/2015,5/1/2015,4/27/2015,2,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47366 CHLRN180HAMF*TIC,4/27/2015,4/27/2015,4/27/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47366 CHLRN180HAMF*TIC,4/30/2015,4/30/2015,4/27/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47366 CHLRN180HAMF*TIC,5/1/2015,5/1/2015,4/27/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47366 CHLRN180HAMF*TIC,,5/1/2015,4/27/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47366 CHLRN180HAMF*TIC,5/3/2015,5/3/2015,4/27/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47367 CHLRN180BFMAXTIC,5/1/2015,5/1/2015,4/27/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47367 CHLRN180BFMAXTIC,,4/27/2015,4/27/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47368 FYI*N180HAMF*TIC,4/27/2015,4/27/2015,4/27/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47368 FYI*N180HAMF*TIC,4/28/2015,4/28/2015,4/27/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47368 FYI*N180HAMF*TIC,4/29/2015,4/29/2015,4/27/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47368 FYI*N180HAMF*TIC,4/30/2015,4/30/2015,4/27/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47368 FYI*N180HAMF*TIC,5/2/2015,5/2/2015,4/27/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47369 FYI*N180BFMAXTIC,4/27/2015,4/27/2015,4/27/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47369 FYI*N180BFMAXTIC,4/29/2015,4/29/2015,4/27/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47369 FYI*N180BFMAXTIC,5/2/2015,5/2/2015,4/27/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47369 FYI*N180BFMAXTIC,5/3/2015,5/3/2015,4/27/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47369 FYI*N180BFMAXTIC,5/2/2015,5/2/2015,4/27/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47370 DSPTN60*HAMF*TIC,4/27/2015,4/27/2015,4/27/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47370 DSPTN60*HAMF*TIC,5/1/2015,5/1/2015,4/27/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47370 DSPTN60*HAMF*TIC,4/30/2015,4/30/2015,4/27/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47383 MAV*N120HAMBYTIC,4/28/2015,4/28/2015,4/27/2015,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47383 MAV*N120HAMBYTIC,4/30/2015,4/30/2015,4/27/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47383 MAV*N120HAMBYTIC,5/1/2015,5/1/2015,4/27/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47384 MAV*N120BFMAXTIC,5/1/2015,5/1/2015,4/27/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47385 RELZ*N120HAMBYTIC,4/27/2015,4/27/2015,4/27/2015,4,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47385 RELZ*N120HAMBYTIC,4/28/2015,4/28/2015,4/27/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47385 RELZ*N120HAMBYTIC,4/29/2015,4/29/2015,4/27/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47385 RELZ*N120HAMBYTIC,4/30/2015,4/30/2015,4/27/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47385 RELZ*N120HAMBYTIC,5/1/2015,5/1/2015,4/27/2015,9,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47385 RELZ*N120HAMBYTIC,,5/1/2015,4/27/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47385 RELZ*N120HAMBYTIC,5/2/2015,5/2/2015,4/27/2015,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47385 RELZ*N120HAMBYTIC,5/3/2015,5/3/2015,4/27/2015,6,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47385 RELZ*N120HAMBYTIC,5/4/2015,5/3/2015,4/27/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47385 RELZ*N120HAMBYTIC,4/27/2015,4/27/2015,4/27/2015,3,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47385 RELZ*N120HAMBYTIC,5/1/2015,5/1/2015,4/27/2015,4,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47385 RELZ*N120HAMBYTIC,5/2/2015,5/2/2015,4/27/2015,2,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47385 RELZ*N120HAMBYTIC,5/3/2015,5/3/2015,4/27/2015,3,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM47385 RELZ*N120HAMBYTIC,5/2/2015,5/2/2015,4/27/2015,1,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM47386 WNATN120HAMBYTIC,4/27/2015,4/27/2015,4/27/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47386 WNATN120HAMBYTIC,4/28/2015,4/28/2015,4/27/2015,4,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47386 WNATN120HAMBYTIC,4/29/2015,4/29/2015,4/27/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47386 WNATN120HAMBYTIC,5/1/2015,5/1/2015,4/27/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47526 AMC*N60*HAMF*TIC,4/28/2015,4/28/2015,4/27/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47526 AMC*N60*HAMF*TIC,4/30/2015,4/30/2015,4/27/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47526 AMC*N60*HAMF*TIC,5/1/2015,5/1/2015,4/27/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47526 AMC*N60*HAMF*TIC,5/3/2015,5/3/2015,4/27/2015,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47526 AMC*N60*HAMF*TIC,,5/3/2015,4/27/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47527 AMC*N60*NOTSTTIC,4/29/2015,4/29/2015,4/27/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47527 AMC*N60*NOTSTTIC,4/30/2015,4/30/2015,4/27/2015,2,Short Form,Call Center Internal
Bowflex Max Trainer,CAM47527 AMC*N60*NOTSTTIC,5/2/2015,5/2/2015,4/27/2015,3,Short Form,Call Center Internal
Bowflex Max Trainer,CAM28157 SALESFOLLOWUP,,4/30/2015,4/27/2015,1,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM28157 SALESFOLLOWUP,,5/3/2015,4/27/2015,1,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM40821 1800BOWFLEX,,5/1/2015,4/27/2015,2,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,4/27/2015,4/27/2015,4/27/2015,1,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,,4/27/2015,4/27/2015,2,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,4/28/2015,4/28/2015,4/27/2015,1,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,,4/28/2015,4/27/2015,1,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,4/29/2015,4/29/2015,4/27/2015,1,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,4/30/2015,4/30/2015,4/27/2015,3,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,,4/30/2015,4/27/2015,5,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,5/1/2015,5/1/2015,4/27/2015,3,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,,5/1/2015,4/27/2015,3,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,5/2/2015,5/2/2015,4/27/2015,1,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,,5/2/2015,4/27/2015,3,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM45327 1800MAXTRAINER,,5/3/2015,4/27/2015,4,Un-Sourced,Call Center Internal
Bowflex Max Trainer,CAM27557 Bowflex Catalog,,5/4/2015,5/4/2015,1,Catalog,Call Center Internal
Bowflex Max Trainer,CAM27557 Bowflex Catalog,,5/5/2015,5/4/2015,3,Catalog,Call Center Internal
Bowflex Max Trainer,CAM47536 DCBHOMESUM15,5/4/2015,5/4/2015,5/4/2015,1,Catalog,Web
Bowflex Max Trainer,CAM47536 DCBHOMESUM15,,5/4/2015,5/4/2015,3,Catalog,Web
Bowflex Max Trainer,CAM47536 DCBHOMESUM15,,5/5/2015,5/4/2015,1,Catalog,Web
Bowflex Max Trainer,CAM45561 DPEEPRINT14B,5/5/2015,5/5/2015,5/4/2015,1,Electronic - Print,Web
Bowflex Max Trainer,CAM45563 DPEEPRINT14D,5/4/2015,5/4/2015,5/4/2015,1,Electronic - Print,Web
Bowflex Max Trainer,CAM44172 dseesf14a,5/4/2015,5/4/2015,5/4/2015,43,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44172 dseesf14a,,5/4/2015,5/4/2015,4,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44172 dseesf14a,5/5/2015,5/5/2015,5/4/2015,48,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44172 dseesf14a,,5/5/2015,5/4/2015,6,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44187 dseesf14c,5/4/2015,5/4/2015,5/4/2015,6,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44187 dseesf14c,5/5/2015,5/5/2015,5/4/2015,4,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44187 dseesf14c,,5/5/2015,5/4/2015,2,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44191 dseesf14d,5/4/2015,5/4/2015,5/4/2015,11,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44191 dseesf14d,,5/4/2015,5/4/2015,3,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44191 dseesf14d,5/5/2015,5/5/2015,5/4/2015,10,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44191 dseesf14d,,5/5/2015,5/4/2015,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM44215 SAWDSEESF14A,,5/4/2015,5/4/2015,1,Electronic - Short Form,Call Center Internal
Bowflex Max Trainer,CAM44215 SAWDSEESF14A,5/5/2015,5/5/2015,5/4/2015,1,Electronic - Short Form,Call Center Internal
Bowflex Max Trainer,CAM45387 DSEESF14E,5/4/2015,5/4/2015,5/4/2015,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45387 DSEESF14E,,5/4/2015,5/4/2015,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45387 DSEESF14E,5/5/2015,5/5/2015,5/4/2015,2,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45387 DSEESF14E,,5/5/2015,5/4/2015,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45388 DSEESF14F,5/4/2015,5/4/2015,5/4/2015,6,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45388 DSEESF14F,5/5/2015,5/5/2015,5/4/2015,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45797 DSEESF14G,5/5/2015,5/5/2015,5/4/2015,1,Electronic - Short Form,Call Center Internal
Bowflex Max Trainer,CAM45797 DSEESF14G,5/4/2015,5/4/2015,5/4/2015,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45797 DSEESF14G,5/5/2015,5/5/2015,5/4/2015,8,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45798 DSEESF14H,5/4/2015,5/4/2015,5/4/2015,3,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45798 DSEESF14H,,5/4/2015,5/4/2015,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45798 DSEESF14H,5/5/2015,5/5/2015,5/4/2015,6,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45798 DSEESF14H,,5/5/2015,5/4/2015,2,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45799 DSEESF14I,5/4/2015,5/4/2015,5/4/2015,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45800 DSEESF14J,5/4/2015,5/4/2015,5/4/2015,7,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45800 DSEESF14J,5/5/2015,5/4/2015,5/4/2015,1,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45800 DSEESF14J,,5/4/2015,5/4/2015,2,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45800 DSEESF14J,5/5/2015,5/5/2015,5/4/2015,16,Electronic - Short Form,Web
Bowflex Max Trainer,CAM45800 DSEESF14J,,5/5/2015,5/4/2015,3,Electronic - Short Form,Web
Bowflex Max Trainer,CAM127 1800BOWFLEX_BFC,,5/4/2015,5/4/2015,5,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM127 1800BOWFLEX_BFC,,5/5/2015,5/4/2015,2,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM133 1800BOWFLEX_TRC,,5/4/2015,5/4/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM41189 degemax,5/4/2015,5/4/2015,5/4/2015,33,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM41189 degemax,,5/4/2015,5/4/2015,19,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM41189 degemax,5/5/2015,5/5/2015,5/4/2015,14,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM41189 degemax,,5/5/2015,5/4/2015,22,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44236 SAWMAX,5/4/2015,5/4/2015,5/4/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM44236 SAWMAX,,5/4/2015,5/4/2015,6,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM44236 SAWMAX,5/5/2015,5/5/2015,5/4/2015,3,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM44236 SAWMAX,,5/5/2015,5/4/2015,3,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM44236 SAWMAX,,5/4/2015,5/4/2015,1,Electronic - UnSourced,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM44433 dege1sitemx,5/4/2015,5/4/2015,5/4/2015,7,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44433 dege1sitemx,,5/4/2015,5/4/2015,25,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44433 dege1sitemx,5/5/2015,5/5/2015,5/4/2015,4,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44433 dege1sitemx,,5/5/2015,5/4/2015,17,Electronic - UnSourced,Web
Bowflex Max Trainer,CAM44626 1800BOWFLEX_BMT,,5/4/2015,5/4/2015,2,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM44626 1800BOWFLEX_BMT,,5/5/2015,5/4/2015,1,Electronic - UnSourced,Call Center Internal
Bowflex Max Trainer,CAM45736 DODRFEDL3,,5/5/2015,5/4/2015,1,Online Display,Web
Bowflex Max Trainer,CAM45910 DODADCEDL3,5/4/2015,5/4/2015,5/4/2015,1,Online Display,Web
Bowflex Max Trainer,CAM46539 DODRFEDL4,5/4/2015,5/4/2015,5/4/2015,1,Online Display,Web
Bowflex Max Trainer,CAM47251 DODCTOEDL2,5/4/2015,5/4/2015,5/4/2015,4,Online Display,Web
Bowflex Max Trainer,CAM47251 DODCTOEDL2,,5/4/2015,5/4/2015,6,Online Display,Web
Bowflex Max Trainer,CAM47251 DODCTOEDL2,5/5/2015,5/5/2015,5/4/2015,3,Online Display,Web
Bowflex Max Trainer,CAM47251 DODCTOEDL2,,5/5/2015,5/4/2015,2,Online Display,Web
Bowflex Max Trainer,CAM32596 SAWDOSBID,,5/5/2015,5/4/2015,1,Online Search,Call Center Internal
Bowflex Max Trainer,CAM44223 SAWDOSBIE,,5/5/2015,5/4/2015,4,Online Search,Call Center Internal
Bowflex Max Trainer,CAM44230 SAWDOSG2E,5/4/2015,5/4/2015,5/4/2015,1,Online Search,Call Center Internal
Bowflex Max Trainer,CAM44230 SAWDOSG2E,,5/4/2015,5/4/2015,2,Online Search,Call Center Internal
Bowflex Max Trainer,CAM44230 SAWDOSG2E,5/5/2015,5/5/2015,5/4/2015,3,Online Search,Call Center Internal
Bowflex Max Trainer,CAM44230 SAWDOSG2E,,5/5/2015,5/4/2015,1,Online Search,Call Center Internal
Bowflex Max Trainer,CAM44429 dosbiesl1,5/4/2015,5/4/2015,5/4/2015,5,Online Search,Web
Bowflex Max Trainer,CAM44429 dosbiesl1,,5/4/2015,5/4/2015,15,Online Search,Web
Bowflex Max Trainer,CAM44429 dosbiesl1,5/5/2015,5/5/2015,5/4/2015,10,Online Search,Web
Bowflex Max Trainer,CAM44429 dosbiesl1,,5/5/2015,5/4/2015,8,Online Search,Web
Bowflex Max Trainer,CAM44435 dosg2egl1mx,5/4/2015,5/4/2015,5/4/2015,12,Online Search,Web
Bowflex Max Trainer,CAM44435 dosg2egl1mx,,5/4/2015,5/4/2015,14,Online Search,Web
Bowflex Max Trainer,CAM44435 dosg2egl1mx,5/5/2015,5/5/2015,5/4/2015,4,Online Search,Web
Bowflex Max Trainer,CAM44435 dosg2egl1mx,,5/5/2015,5/4/2015,9,Online Search,Web
Bowflex Max Trainer,CAM44436 dosg2esl2,5/4/2015,5/4/2015,5/4/2015,3,Online Search,Web
Bowflex Max Trainer,CAM44436 dosg2esl2,5/5/2015,5/5/2015,5/4/2015,8,Online Search,Web
Bowflex Max Trainer,CAM44436 dosg2esl2,,5/5/2015,5/4/2015,1,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,5/4/2015,5/4/2015,5/4/2015,7,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,,5/4/2015,5/4/2015,13,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,5/5/2015,5/5/2015,5/4/2015,16,Online Search,Web
Bowflex Max Trainer,CAM44497 dosg2esl1,,5/5/2015,5/4/2015,8,Online Search,Web
Bowflex Max Trainer,CAM44520 dosbiegl1mx,5/4/2015,5/4/2015,5/4/2015,3,Online Search,Web
Bowflex Max Trainer,CAM44520 dosbiegl1mx,,5/4/2015,5/4/2015,5,Online Search,Web
Bowflex Max Trainer,CAM44520 dosbiegl1mx,5/5/2015,5/5/2015,5/4/2015,1,Online Search,Web
Bowflex Max Trainer,CAM44520 dosbiegl1mx,,5/5/2015,5/4/2015,3,Online Search,Web
Bowflex Max Trainer,CAM44531 dosbiesl2,5/4/2015,5/4/2015,5/4/2015,1,Online Search,Web
Bowflex Max Trainer,CAM44551 dosg2esl4,5/4/2015,5/4/2015,5/4/2015,1,Online Search,Web
Bowflex Max Trainer,CAM44551 dosg2esl4,,5/4/2015,5/4/2015,1,Online Search,Web
Bowflex Max Trainer,CAM44560 dosg2esl5,,5/5/2015,5/4/2015,1,Online Search,Web
Bowflex Max Trainer,CAM44564 dosbiesl4,5/4/2015,5/4/2015,5/4/2015,1,Online Search,Web
Bowflex Max Trainer,CAM44565 dosbiesl5,,5/4/2015,5/4/2015,1,Online Search,Web
Bowflex Max Trainer,CAM44565 dosbiesl5,5/5/2015,5/5/2015,5/4/2015,1,Online Search,Web
Bowflex Max Trainer,CAM44567 dosg2esl3,,5/4/2015,5/4/2015,1,Online Search,Web
Bowflex Max Trainer,CAM44952 dosbieml1,,5/4/2015,5/4/2015,2,Online Search,Web
Bowflex Max Trainer,CAM44952 dosbieml1,5/5/2015,5/5/2015,5/4/2015,5,Online Search,Web
Bowflex Max Trainer,CAM44952 dosbieml1,,5/5/2015,5/4/2015,2,Online Search,Web
Bowflex Max Trainer,CAM45009 dosg2eml1,5/4/2015,5/4/2015,5/4/2015,9,Online Search,Web
Bowflex Max Trainer,CAM45009 dosg2eml1,,5/4/2015,5/4/2015,10,Online Search,Web
Bowflex Max Trainer,CAM45009 dosg2eml1,5/5/2015,5/5/2015,5/4/2015,6,Online Search,Web
Bowflex Max Trainer,CAM45009 dosg2eml1,,5/5/2015,5/4/2015,5,Online Search,Web
Bowflex Max Trainer,CAM45730 DOSG2ESL7,,5/4/2015,5/4/2015,1,Online Search,Web
Bowflex Max Trainer,CAM45730 DOSG2ESL7,,5/5/2015,5/4/2015,2,Online Search,Web
Bowflex Max Trainer,CAM45732 DOSBIESL7,,5/4/2015,5/4/2015,1,Online Search,Web
Bowflex Max Trainer,CAM45732 DOSBIESL7,,5/5/2015,5/4/2015,1,Online Search,Web
Bowflex Max Trainer,CAM47150 DOSG2ESL9,5/4/2015,5/4/2015,5/4/2015,7,Online Search,Web
Bowflex Max Trainer,CAM47150 DOSG2ESL9,,5/4/2015,5/4/2015,5,Online Search,Web
Bowflex Max Trainer,CAM47150 DOSG2ESL9,5/5/2015,5/5/2015,5/4/2015,1,Online Search,Web
Bowflex Max Trainer,CAM47150 DOSG2ESL9,,5/5/2015,5/4/2015,7,Online Search,Web
Bowflex Max Trainer,CAM47151 DOSG2EML2,5/4/2015,5/4/2015,5/4/2015,1,Online Search,Web
Bowflex Max Trainer,CAM47151 DOSG2EML2,,5/4/2015,5/4/2015,1,Online Search,Web
Bowflex Max Trainer,CAM47151 DOSG2EML2,5/5/2015,5/5/2015,5/4/2015,4,Online Search,Web
Bowflex Max Trainer,CAM47151 DOSG2EML2,,5/5/2015,5/4/2015,1,Online Search,Web
Bowflex Max Trainer,CAM47152 DOSBIESL8,5/4/2015,5/4/2015,5/4/2015,1,Online Search,Web
Bowflex Max Trainer,CAM47152 DOSBIESL8,,5/4/2015,5/4/2015,2,Online Search,Web
Bowflex Max Trainer,CAM47152 DOSBIESL8,5/5/2015,5/5/2015,5/4/2015,2,Online Search,Web
Bowflex Max Trainer,CAM47152 DOSBIESL8,,5/5/2015,5/4/2015,3,Online Search,Web
Bowflex Max Trainer,CAM33953 SAWDOFG2C,,5/4/2015,5/4/2015,1,Online Shopping,Call Center Internal
Bowflex Max Trainer,CAM44887 dofg2efeed1,5/4/2015,5/4/2015,5/4/2015,19,Online Shopping,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,,5/4/2015,5/4/2015,22,Online Shopping,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,5/5/2015,5/5/2015,5/4/2015,15,Online Shopping,Web
Bowflex Max Trainer,CAM44887 dofg2efeed1,,5/5/2015,5/4/2015,15,Online Shopping,Web
Bowflex Max Trainer,CAM44937 dofszefeed1,5/5/2015,5/5/2015,5/4/2015,1,Online Shopping,Web
Bowflex Max Trainer,CAM45043 SAWDOFG2E,,5/4/2015,5/4/2015,2,Online Shopping,Call Center Internal
Bowflex Max Trainer,CAM45043 SAWDOFG2E,5/5/2015,5/5/2015,5/4/2015,1,Online Shopping,Call Center Internal
Bowflex Max Trainer,CAM45043 SAWDOFG2E,,5/5/2015,5/4/2015,2,Online Shopping,Call Center Internal
Bowflex Max Trainer,CAM45155 SAWDOFSZE,,5/5/2015,5/4/2015,1,Online Shopping,Call Center Internal
Bowflex Max Trainer,CAM44405 SPKEN120BFMAXTIC,5/5/2015,5/5/2015,5/4/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM44534 ION*N120BFMAXTIC,5/5/2015,5/5/2015,5/4/2015,1,Short Form,Third Party Call Center - Evolve
Bowflex Max Trainer,CAM45492 PUREN180BFMAXTIC,5/5/2015,5/5/2015,5/4/2015,1,Short Form,Call Center Internal
Bowflex Max Trainer,CAM46353 M617P60*NOTSTTIC,5/4/2015,5/4/2015,5/4/2015,5,Short Form,Third Party Call Center - West
Bowflex Max Trainer,CAM46353 M617P60*NOTSTTIC,5/5/2015,5/5/2015,5/4/2015,5,Short Form,Third Party Call Center - West
