FG Item,FG LifeCycle Status,FG Inactive,Warranty Item,FG Internal ID,Warranty Part LifeCycle Status,Warranty Part Inactive,Warranty Period,Warranty Part On Hand,Warranty Part On Order
100011 BFX Sport Plus Singlepack,Obsolete,F,95001 Mult - Lat Squat Bar Strap,3814,In Production,F,1825,223,30
100011 BFX Sport Plus Singlepack,Obsolete,F,000-3428 Component bag  Spt Blaze,3814,In Production,F,1825,66,10
100011 BFX Sport Plus Singlepack,Obsolete,F,000-3798 Spt-Euro Rear Leg Sport Assy,3814,In Production,F,1825,12,5
100011 BFX Sport Plus Singlepack,Obsolete,F,000-3893 Spt-Euro Bench Assy w Frame,3814,In Production,F,1825,5,
100011 BFX Sport Plus Singlepack,Obsolete,F,000-3894 Spt-Euro Seat Pad,3814,In Production,F,1825,21,
100011 BFX Sport Plus Singlepack,Obsolete,F,000-3896 Spt-Euro Leg Ext Seat,3814,In Production,F,1825,42,
100011 BFX Sport Plus Singlepack,Obsolete,F,10046 Rod Pack Holder,3814,In Production,F,1825,58,200
100011 BFX Sport Plus Singlepack,Obsolete,F,80208 Power Rod End Cap  5#,3814,In Production,F,1825,46,
100011 BFX Sport Plus Singlepack,Obsolete,F,80209 Power Rod End Cap 10#,3814,In Production,F,1825,76,
100011 BFX Sport Plus Singlepack,Obsolete,F,80210 Power Rod End Cap 30#,3814,In Production,F,1825,410,
100011 BFX Sport Plus Singlepack,Obsolete,F,80211 Power Rod End Cap 50#,3814,In Production,F,1825,1154,
100011 BFX Sport Plus Singlepack,Obsolete,F,"90208 Screw, #10 x 3/4",3814,In Production,F,1825,96,
100011 BFX Sport Plus Singlepack,Obsolete,F,95701 Rod  5# Tested W  S&C,3814,In Production,F,36500,1224,30
100011 BFX Sport Plus Singlepack,Obsolete,F,95702 Rod 10# Tested w  S&C,3814,In Production,F,36500,910,1725
100011 BFX Sport Plus Singlepack,Obsolete,F,95703 Rod  30# Tested w  S&C,3814,In Production,F,36500,1351,900
100011 BFX Sport Plus Singlepack,Obsolete,F,95704 Rod  50#  Tested w  S&C,3814,In Production,F,36500,2824,1700
100012 NLS NT-CC3 CABLE CROSS-OVER,Obsolete,F,15028 BOLT BTN HD 3/8*3/4,3815,,F,1095,1,
100012 NLS NT-CC3 CABLE CROSS-OVER,Obsolete,F,15037 BOLT BTN HD 5/16*2-1/4,3815,,F,1095,364,
100012 NLS NT-CC3 CABLE CROSS-OVER,Obsolete,F,"15059 ROLLER FOAM 6-1/2 x 4 x 1"" ID",3815,,F,1095,19,
100012 NLS NT-CC3 CABLE CROSS-OVER,Obsolete,F,"15069 NUT,HEX NYLOCK 1/2""",3815,,F,1095,,
100012 NLS NT-CC3 CABLE CROSS-OVER,Obsolete,F,15075 BUSHING BRONZE NT16 1810,3815,,F,1095,7,
100012 NLS NT-CC3 CABLE CROSS-OVER,Obsolete,F,"15473 ENDCAP RND INNER 1.89"" DIA",3815,,F,1095,36,
100012 NLS NT-CC3 CABLE CROSS-OVER,Obsolete,F,15485 NUT SLEEVE NT 1/2 X2,3815,,F,1095,,
100012 NLS NT-CC3 CABLE CROSS-OVER,Obsolete,F,15489 SLEEVE SQ PLSTC 1.97X2.36 NT,3815,,F,1095,16,
100012 NLS NT-CC3 CABLE CROSS-OVER,Obsolete,F,15521 POP PIN BALL HEAD 3 8 NT,3815,,F,1095,17,
100012 NLS NT-CC3 CABLE CROSS-OVER,Obsolete,F,15522 POP PIN SCREW DOWN NT,3815,,F,1095,35,
100012 NLS NT-CC3 CABLE CROSS-OVER,Obsolete,F,"15543 WASHER,FLAT 1/2""X1""OD",3815,,F,1095,243,
100012 NLS NT-CC3 CABLE CROSS-OVER,Obsolete,F,15728 BOLT ALLEN 1/2X1,3815,,F,1095,,
100012 NLS NT-CC3 CABLE CROSS-OVER,Obsolete,F,"15751 RING RND BMPR 3.15""/1.97"" DIA",3815,,F,1095,,
100012 NLS NT-CC3 CABLE CROSS-OVER,Obsolete,F,"15896 PULLEY 4-1/2"" BLACK, NT",3815,,F,365,11,
100012 NLS NT-CC3 CABLE CROSS-OVER,Obsolete,F,15931 Bolt Btn HD 1/2 *4L Steel,3815,,F,1095,9,
100012 NLS NT-CC3 CABLE CROSS-OVER,Obsolete,F,15938 Set Screw 5/16*1/2L Steel,3815,,F,1095,29,
100012 NLS NT-CC3 CABLE CROSS-OVER,Obsolete,F,"17039 Washer Flat 3/8"" Steel",3815,In Production,F,1095,473,
100012 NLS NT-CC3 CABLE CROSS-OVER,Obsolete,F,"17056 NS LOCK NUT HEX NYLON 3 8""",3815,,F,1095,76,
100012 NLS NT-CC3 CABLE CROSS-OVER,Obsolete,F,57003 ENDCAP ROLLER TUBE,3815,,F,1095,,
100012 NLS NT-CC3 CABLE CROSS-OVER,Obsolete,F,57012 TOP PLATE GUIDE ROD,3815,,F,1095,,
100012 NLS NT-CC3 CABLE CROSS-OVER,Obsolete,F,57020 FOOTPLATE SMALL,3815,,F,1095,5,
100012 NLS NT-CC3 CABLE CROSS-OVER,Obsolete,F,57022 ADAPTER OLYMPIC WT,3815,,F,1095,,
100012 NLS NT-CC3 CABLE CROSS-OVER,Obsolete,F,57023 Cable Low Row,3815,,F,365,,
100012 NLS NT-CC3 CABLE CROSS-OVER,Obsolete,F,57026 ROD SUPPORT,3815,,F,1095,,
100012 NLS NT-CC3 CABLE CROSS-OVER,Obsolete,F,57027 CBL LAT,3815,,F,365,132,
100012 NLS NT-CC3 CABLE CROSS-OVER,Obsolete,F,57029 HOLDER WT BAR RT,3815,,F,1095,,
100012 NLS NT-CC3 CABLE CROSS-OVER,Obsolete,F,57031 PULY 3.55x0.69 BLK GRD B CNTR,3815,,F,365,,
100012 NLS NT-CC3 CABLE CROSS-OVER,Obsolete,F,57032 SLIDER RT FRNT,3815,,F,1095,,
100012 NLS NT-CC3 CABLE CROSS-OVER,Obsolete,F,"57039 ENDCAP 1.97""",3815,,F,1095,,
100012 NLS NT-CC3 CABLE CROSS-OVER,Obsolete,F,"57044 SPACER PULY 1""DIA X1.5",3815,,F,1095,,
100012 NLS NT-CC3 CABLE CROSS-OVER,Obsolete,F,"57045 SPACER PULY 1"" Dia x 1.3""",3815,,F,1095,,
100012 NLS NT-CC3 CABLE CROSS-OVER,Obsolete,F,"57046 SPACER PULY 1"" Dia x 1.1""",3815,,F,1095,,
100012 NLS NT-CC3 CABLE CROSS-OVER,Obsolete,F,57052 Smith X-Over WT Bar Holder  LT,3815,,F,1095,,
100012 NLS NT-CC3 CABLE CROSS-OVER,Obsolete,F,17100 Handgrip  Adj (Pair),3815,In Production,F,365,2064,800
100021 BFX Xceed Singlepack,Obsolete,F,000-3904 Xtr-Euro Squat Frame Pull Assy,3823,In Production,F,2555,10,
100021 BFX Xceed Singlepack,Obsolete,F,001-7858 Xtr-Euro Rear Cross Mbr Wld,3823,,F,2555,8,10
100021 BFX Xceed Singlepack,Obsolete,F,11484 Xtr Left Pulley Arm Assy,3823,In Production,F,2555,6,
100021 BFX Xceed Singlepack,Obsolete,F,11441 Xtr Seat Rail Support Assy,3823,In Production,F,2555,2,
100021 BFX Xceed Singlepack,Obsolete,F,001-8087 Lat Cross Bar Assy w Pull,3823,In Production,F,2555,25,
100021 BFX Xceed Singlepack,Obsolete,F,001-7856 ASSY XTR-EURO LOWER LAT TOWER,3823,In Production,F,2555,5,
100021 BFX Xceed Singlepack,Obsolete,F,000-3902 Bottom  Xtr Seat,3823,In Production,F,2555,18,
100021 BFX Xceed Singlepack,Obsolete,F,000-3901 Xtr-Euro Seat Back,3823,,F,2555,1,
100021 BFX Xceed Singlepack,Obsolete,F,000-3941 Xtr-Euro 87mmPull Slider Assy,3823,,F,2555,42,
100021 BFX Xceed Singlepack,Obsolete,F,001-5088 XCEED AM OM ENG FRN MAN. KIT,3823,,F,42,27,
100021 BFX Xceed Singlepack,Obsolete,F,000-3899 Mult-I-Trainer CD-ROM Ult U2,3823,In Production,F,42,,
100021 BFX Xceed Singlepack,Obsolete,F,001-7580 AB STRAP FOR NO BRKT,3823,,F,2555,5,
100021 BFX Xceed Singlepack,Obsolete,F,17100 Handgrip  Adj (Pair),3823,In Production,F,2555,2064,800
100021 BFX Xceed Singlepack,Obsolete,F,"11491 Bar  50"" Bent Lat",3823,In Production,F,2555,225,
100021 BFX Xceed Singlepack,Obsolete,F,"90650 BAR W FOAM GRIPS BLACK  48""",3823,In Production,F,2555,87,40
100021 BFX Xceed Singlepack,Obsolete,F,11435 Xtr Squat Cable,3823,In Production,F,2555,290,
100021 BFX Xceed Singlepack,Obsolete,F,11473 Xtr Rod Cable w Hook,3823,In Production,F,2555,260,35
100021 BFX Xceed Singlepack,Obsolete,F,001-8081 Lat Cable Warranty  Pair,3823,,F,2555,21,
100021 BFX Xceed Singlepack,Obsolete,F,51302 Xtr Leg Ext Accessory Bag #2,3823,In Production,F,2555,48,
100021 BFX Xceed Singlepack,Obsolete,F,11529 Xtr Leg Ext Accessory Bag #1,3823,In Production,F,2555,108,
100021 BFX Xceed Singlepack,Obsolete,F,11528 Xtr Squat Hardware Bag,3823,In Production,F,2555,45,
100021 BFX Xceed Singlepack,Obsolete,F,"95206 Tube, 3/4"" Chrome Roller",3823,In Production,F,2555,88,75
100021 BFX Xceed Singlepack,Obsolete,F,"50304 ROLLER FOAM  L=175MM 7""",3823,In Production,F,2555,294,300
100021 BFX Xceed Singlepack,Obsolete,F,"90218 Cap, 3/4 End",3823,In Production,F,2555,1724,
100021 BFX Xceed Singlepack,Obsolete,F,10074 Ult Locking Knob,3823,In Production,F,2555,113,50
100021 BFX Xceed Singlepack,Obsolete,F,51293 Xtr Leg Ext Pivot Tube Assy,3823,In Production,F,2555,75,
100021 BFX Xceed Singlepack,Obsolete,F,11514 Xtr 4x1-3 4 inch End Cap,3823,In Production,F,2555,89,
100021 BFX Xceed Singlepack,Obsolete,F,11462 X2 Front Leg Ext Bushing,3823,In Production,F,2555,34,5
100021 BFX Xceed Singlepack,Obsolete,F,11419 Cap  Xtr Foot Frame End,3823,In Production,F,2555,138,125
100021 BFX Xceed Singlepack,Obsolete,F,51190 Mult - 87mm Pulley w Bearing,3823,,F,2555,54,
100021 BFX Xceed Singlepack,Obsolete,F,51278 Assy  Pulley w J-Bolt,3823,In Production,F,2555,36,10
100021 BFX Xceed Singlepack,Obsolete,F,10083 Cap  End 1-3 4x 2,3823,In Production,F,2555,1074,
100021 BFX Xceed Singlepack,Obsolete,F,50334 SNAPHOOK LARGE MULTI USE,3823,In Production,F,2555,320,250
100021 BFX Xceed Singlepack,Obsolete,F,10089 Mult Lat Cable Storage Grommet,3823,In Production,F,2555,10,
100021 BFX Xceed Singlepack,Obsolete,F,"11418 Cap  1"" Flat Round End",3823,In Production,F,2555,343,10
100021 BFX Xceed Singlepack,Obsolete,F,10073 Mult Adjustable Squat Strap,3823,In Production,F,2555,166,
100021 BFX Xceed Singlepack,Obsolete,F,95001 Mult - Lat Squat Bar Strap,3823,In Production,F,2555,223,30
100021 BFX Xceed Singlepack,Obsolete,F,90189 Mult - Leg Ext Pivot Bushing,3823,In Production,F,2555,1137,
100021 BFX Xceed Singlepack,Obsolete,F,10046 Rod Pack Holder,3823,In Production,F,2555,58,200
100021 BFX Xceed Singlepack,Obsolete,F,95701 Rod  5# Tested W  S&C,3823,In Production,F,36500,1224,30
100021 BFX Xceed Singlepack,Obsolete,F,95702 Rod 10# Tested w  S&C,3823,In Production,F,36500,910,1725
100021 BFX Xceed Singlepack,Obsolete,F,95703 Rod  30# Tested w  S&C,3823,In Production,F,36500,1351,900
100021 BFX Xceed Singlepack,Obsolete,F,95704 Rod  50#  Tested w  S&C,3823,In Production,F,36500,2824,1700
100021 BFX Xceed Singlepack,Obsolete,F,80211 Power Rod End Cap 50#,3823,In Production,F,2555,1154,
100021 BFX Xceed Singlepack,Obsolete,F,80210 Power Rod End Cap 30#,3823,In Production,F,2555,410,
100021 BFX Xceed Singlepack,Obsolete,F,80209 Power Rod End Cap 10#,3823,In Production,F,2555,76,
100021 BFX Xceed Singlepack,Obsolete,F,80208 Power Rod End Cap  5#,3823,In Production,F,2555,46,
100021 BFX Xceed Singlepack,Obsolete,F,"90199 Plug, 1-1/4 Rod Block",3823,In Production,F,2555,,
100021 BFX Xceed Singlepack,Obsolete,F,"17313 Mult - 1"" Thick Bumper w Screw",3823,In Production,F,2555,26,10
100021 BFX Xceed Singlepack,Obsolete,F,90135 Mult - Rod Binding Strap,3823,In Production,F,2555,466,
100021 BFX Xceed Singlepack,Obsolete,F,90228 Mult - #8x0.50 PHM Screw,3823,In Production,F,2555,4746,60
100022 BFX Xtreme SE  Singlepack,In Production,F,11419 Cap  Xtr Foot Frame End,3824,In Production,F,2555,138,125
100022 BFX Xtreme SE  Singlepack,In Production,F,001-5070 Weldment Squat Platform Xtr SE,3824,In Production,F,2555,,10
100022 BFX Xtreme SE  Singlepack,In Production,F,001-5151 Frame Assy Right  Xtreme SE,3824,In Production,F,2555,28,
100022 BFX Xtreme SE  Singlepack,In Production,F,001-5153 FRAME ASSY  LEFT  XTREME,3824,In Production,F,2555,11,
100022 BFX Xtreme SE  Singlepack,In Production,F,001-5065 WELDMENT  REAR CROSSMEMBER,3824,In Production,F,2555,9,
100022 BFX Xtreme SE  Singlepack,In Production,F,001-7418 AB Assy  Bracket  Xtreme SE,3824,In Production,F,2555,19,22
100022 BFX Xtreme SE  Singlepack,In Production,F,001-4960 Assy LatCrossBarW Pulleys,3824,In Production,F,2555,6,
100022 BFX Xtreme SE  Singlepack,In Production,F,002-0923 BFX XTREME SE UPPER LAT TOWER,3824,In Production,F,2555,11,
100022 BFX Xtreme SE  Singlepack,In Production,F,001-5157 Pulley Arm  Assy  Right XTR SE,3824,In Production,F,2555,6,
100022 BFX Xtreme SE  Singlepack,In Production,F,001-5159 PULLEY ARM ASSY  LEFT XTM 2,3824,In Production,F,2555,19,
100022 BFX Xtreme SE  Singlepack,In Production,F,001-5071 LOWER LAT TOWER  XTREME,3824,In Production,F,2555,18,
100022 BFX Xtreme SE  Singlepack,In Production,F,001-5066 SEAT BACKBONE ASSY,3824,In Production,F,2555,25,
100022 BFX Xtreme SE  Singlepack,In Production,F,11435 Xtr Squat Cable,3824,In Production,F,2555,290,
100022 BFX Xtreme SE  Singlepack,In Production,F,11473 Xtr Rod Cable w Hook,3824,In Production,F,2555,260,35
100022 BFX Xtreme SE  Singlepack,In Production,F,11495 Xtr Lat Cable,3824,In Production,F,2555,209,90
100022 BFX Xtreme SE  Singlepack,In Production,F,002-1213 Assy  87mm Ply Slider w Decal,3824,In Production,F,2555,10,15
100022 BFX Xtreme SE  Singlepack,In Production,F,001-5155 ASSY  LEG EXT BACKBONE XTM,3824,In Production,F,2555,9,
100022 BFX Xtreme SE  Singlepack,In Production,F,51293 Xtr Leg Ext Pivot Tube Assy,3824,In Production,F,2555,75,
100022 BFX Xtreme SE  Singlepack,In Production,F,"95206 Tube, 3/4"" Chrome Roller",3824,In Production,F,2555,88,75
100022 BFX Xtreme SE  Singlepack,In Production,F,"50304 ROLLER FOAM  L=175MM 7""",3824,In Production,F,2555,294,300
100022 BFX Xtreme SE  Singlepack,In Production,F,11529 Xtr Leg Ext Accessory Bag #1,3824,In Production,F,2555,108,
100022 BFX Xtreme SE  Singlepack,In Production,F,11528 Xtr Squat Hardware Bag,3824,In Production,F,2555,45,
100022 BFX Xtreme SE  Singlepack,In Production,F,51302 Xtr Leg Ext Accessory Bag #2,3824,In Production,F,2555,48,
100022 BFX Xtreme SE  Singlepack,In Production,F,002-0935 Xtreme SE Hardware Card,3824,In Production,F,2555,74,10
100022 BFX Xtreme SE  Singlepack,In Production,F,"11491 Bar  50"" Bent Lat",3824,In Production,F,2555,225,
100022 BFX Xtreme SE  Singlepack,In Production,F,17100 Handgrip  Adj (Pair),3824,In Production,F,2555,2064,800
100022 BFX Xtreme SE  Singlepack,In Production,F,"90650 BAR W FOAM GRIPS BLACK  48""",3824,In Production,F,2555,87,40
100022 BFX Xtreme SE  Singlepack,In Production,F,001-7454 AB Crunch Strap Assy Xtreme SE,3824,In Production,F,2555,73,225
100022 BFX Xtreme SE  Singlepack,In Production,F,002-0930 Xtreme SE REVO Xm Seat Assy,3824,In Production,F,2555,65,50
100022 BFX Xtreme SE  Singlepack,In Production,F,002-0929 Xtreme SE REVO XM Seatbck Assy,3824,In Production,F,2555,59,40
100022 BFX Xtreme SE  Singlepack,In Production,F,10074 Ult Locking Knob,3824,In Production,F,2555,113,50
100022 BFX Xtreme SE  Singlepack,In Production,F,51278 Assy  Pulley w J-Bolt,3824,In Production,F,2555,36,10
100022 BFX Xtreme SE  Singlepack,In Production,F,10083 Cap  End 1-3 4x 2,3824,In Production,F,2555,1074,
100022 BFX Xtreme SE  Singlepack,In Production,F,001-5002 PULLEY W  J HOOK ASSY,3824,In Production,F,2555,76,
100022 BFX Xtreme SE  Singlepack,In Production,F,17398 Spt Rub Bar Hanger Tube Assy,3824,In Production,F,2555,,
100022 BFX Xtreme SE  Singlepack,In Production,F,11514 Xtr 4x1-3 4 inch End Cap,3824,In Production,F,2555,89,
100022 BFX Xtreme SE  Singlepack,In Production,F,50334 SNAPHOOK LARGE MULTI USE,3824,In Production,F,2555,320,250
100022 BFX Xtreme SE  Singlepack,In Production,F,"17313 Mult - 1"" Thick Bumper w Screw",3824,In Production,F,2555,26,10
100022 BFX Xtreme SE  Singlepack,In Production,F,90189 Mult - Leg Ext Pivot Bushing,3824,In Production,F,2555,1137,
100022 BFX Xtreme SE  Singlepack,In Production,F,"90218 Cap, 3/4 End",3824,In Production,F,2555,1724,
100022 BFX Xtreme SE  Singlepack,In Production,F,10073 Mult Adjustable Squat Strap,3824,In Production,F,2555,166,
100022 BFX Xtreme SE  Singlepack,In Production,F,"11418 Cap  1"" Flat Round End",3824,In Production,F,2555,343,10
100022 BFX Xtreme SE  Singlepack,In Production,F,95001 Mult - Lat Squat Bar Strap,3824,In Production,F,2555,223,30
100022 BFX Xtreme SE  Singlepack,In Production,F,10046 Rod Pack Holder,3824,In Production,F,2555,58,200
100022 BFX Xtreme SE  Singlepack,In Production,F,"90199 Plug, 1-1/4 Rod Block",3824,In Production,F,2555,,
100022 BFX Xtreme SE  Singlepack,In Production,F,95701 Rod  5# Tested W  S&C,3824,In Production,F,36500,1224,30
100022 BFX Xtreme SE  Singlepack,In Production,F,95702 Rod 10# Tested w  S&C,3824,In Production,F,36500,910,1725
100022 BFX Xtreme SE  Singlepack,In Production,F,95703 Rod  30# Tested w  S&C,3824,In Production,F,36500,1351,900
100022 BFX Xtreme SE  Singlepack,In Production,F,95704 Rod  50#  Tested w  S&C,3824,In Production,F,36500,2824,1700
100022 BFX Xtreme SE  Singlepack,In Production,F,80211 Power Rod End Cap 50#,3824,In Production,F,2555,1154,
100022 BFX Xtreme SE  Singlepack,In Production,F,80210 Power Rod End Cap 30#,3824,In Production,F,2555,410,
100022 BFX Xtreme SE  Singlepack,In Production,F,80209 Power Rod End Cap 10#,3824,In Production,F,2555,76,
100022 BFX Xtreme SE  Singlepack,In Production,F,80208 Power Rod End Cap  5#,3824,In Production,F,2555,46,
100022 BFX Xtreme SE  Singlepack,In Production,F,90135 Mult - Rod Binding Strap,3824,In Production,F,2555,466,
100022 BFX Xtreme SE  Singlepack,In Production,F,90228 Mult - #8x0.50 PHM Screw,3824,In Production,F,2555,4746,60
100022 BFX Xtreme SE  Singlepack,In Production,F,002-0931 XTREME SE MANUAL KIT,3824,In Production,F,42,48,10
100023 BFX Xtreme #210 Sears,Obsolete,F,000-3904 Xtr-Euro Squat Frame Pull Assy,3825,In Production,F,2555,10,
100023 BFX Xtreme #210 Sears,Obsolete,F,11410 Xtr Right Frame Assy,3825,,F,2555,,
100023 BFX Xtreme #210 Sears,Obsolete,F,11484 Xtr Left Pulley Arm Assy,3825,In Production,F,2555,6,
100023 BFX Xtreme #210 Sears,Obsolete,F,11441 Xtr Seat Rail Support Assy,3825,In Production,F,2555,2,
100023 BFX Xtreme #210 Sears,Obsolete,F,001-8087 Lat Cross Bar Assy w Pull,3825,In Production,F,2555,25,
100023 BFX Xtreme #210 Sears,Obsolete,F,002-0923 BFX XTREME SE UPPER LAT TOWER,3825,In Production,F,2555,11,
100023 BFX Xtreme #210 Sears,Obsolete,F,000-3902 Bottom  Xtr Seat,3825,In Production,F,2555,18,
100023 BFX Xtreme #210 Sears,Obsolete,F,000-3901 Xtr-Euro Seat Back,3825,,F,2555,1,
100023 BFX Xtreme #210 Sears,Obsolete,F,000-3941 Xtr-Euro 87mmPull Slider Assy,3825,,F,2555,42,
100023 BFX Xtreme #210 Sears,Obsolete,F,17100 Handgrip  Adj (Pair),3825,In Production,F,2555,2064,800
100023 BFX Xtreme #210 Sears,Obsolete,F,"11491 Bar  50"" Bent Lat",3825,In Production,F,2555,225,
100023 BFX Xtreme #210 Sears,Obsolete,F,"90650 BAR W FOAM GRIPS BLACK  48""",3825,In Production,F,2555,87,40
100023 BFX Xtreme #210 Sears,Obsolete,F,11435 Xtr Squat Cable,3825,In Production,F,2555,290,
100023 BFX Xtreme #210 Sears,Obsolete,F,11473 Xtr Rod Cable w Hook,3825,In Production,F,2555,260,35
100023 BFX Xtreme #210 Sears,Obsolete,F,11495 Xtr Lat Cable,3825,In Production,F,2555,209,90
100023 BFX Xtreme #210 Sears,Obsolete,F,51302 Xtr Leg Ext Accessory Bag #2,3825,In Production,F,2555,48,
100023 BFX Xtreme #210 Sears,Obsolete,F,11528 Xtr Squat Hardware Bag,3825,In Production,F,2555,45,
100023 BFX Xtreme #210 Sears,Obsolete,F,11529 Xtr Leg Ext Accessory Bag #1,3825,In Production,F,2555,108,
100023 BFX Xtreme #210 Sears,Obsolete,F,"95206 Tube, 3/4"" Chrome Roller",3825,In Production,F,2555,88,75
100023 BFX Xtreme #210 Sears,Obsolete,F,"50304 ROLLER FOAM  L=175MM 7""",3825,In Production,F,2555,294,300
100023 BFX Xtreme #210 Sears,Obsolete,F,51302 Xtr Leg Ext Accessory Bag #2,3825,In Production,F,2555,48,
100023 BFX Xtreme #210 Sears,Obsolete,F,"90218 Cap, 3/4 End",3825,In Production,F,2555,1724,
100023 BFX Xtreme #210 Sears,Obsolete,F,10074 Ult Locking Knob,3825,In Production,F,2555,113,50
100023 BFX Xtreme #210 Sears,Obsolete,F,51293 Xtr Leg Ext Pivot Tube Assy,3825,In Production,F,2555,75,
100023 BFX Xtreme #210 Sears,Obsolete,F,11514 Xtr 4x1-3 4 inch End Cap,3825,In Production,F,2555,89,
100023 BFX Xtreme #210 Sears,Obsolete,F,11462 X2 Front Leg Ext Bushing,3825,In Production,F,2555,34,5
100023 BFX Xtreme #210 Sears,Obsolete,F,11419 Cap  Xtr Foot Frame End,3825,In Production,F,2555,138,125
100023 BFX Xtreme #210 Sears,Obsolete,F,51190 Mult - 87mm Pulley w Bearing,3825,,F,2555,54,
100023 BFX Xtreme #210 Sears,Obsolete,F,51278 Assy  Pulley w J-Bolt,3825,In Production,F,2555,36,10
100023 BFX Xtreme #210 Sears,Obsolete,F,10083 Cap  End 1-3 4x 2,3825,In Production,F,2555,1074,
100023 BFX Xtreme #210 Sears,Obsolete,F,50334 SNAPHOOK LARGE MULTI USE,3825,In Production,F,2555,320,250
100023 BFX Xtreme #210 Sears,Obsolete,F,10089 Mult Lat Cable Storage Grommet,3825,In Production,F,2555,10,
100023 BFX Xtreme #210 Sears,Obsolete,F,"11418 Cap  1"" Flat Round End",3825,In Production,F,2555,343,10
100023 BFX Xtreme #210 Sears,Obsolete,F,10073 Mult Adjustable Squat Strap,3825,In Production,F,2555,166,
100023 BFX Xtreme #210 Sears,Obsolete,F,95001 Mult - Lat Squat Bar Strap,3825,In Production,F,2555,223,30
100023 BFX Xtreme #210 Sears,Obsolete,F,90189 Mult - Leg Ext Pivot Bushing,3825,In Production,F,2555,1137,
100023 BFX Xtreme #210 Sears,Obsolete,F,10046 Rod Pack Holder,3825,In Production,F,2555,58,200
100023 BFX Xtreme #210 Sears,Obsolete,F,95701 Rod  5# Tested W  S&C,3825,In Production,F,36500,1224,30
100023 BFX Xtreme #210 Sears,Obsolete,F,95702 Rod 10# Tested w  S&C,3825,In Production,F,36500,910,1725
100023 BFX Xtreme #210 Sears,Obsolete,F,95703 Rod  30# Tested w  S&C,3825,In Production,F,36500,1351,900
100023 BFX Xtreme #210 Sears,Obsolete,F,95704 Rod  50#  Tested w  S&C,3825,In Production,F,36500,2824,1700
100023 BFX Xtreme #210 Sears,Obsolete,F,80211 Power Rod End Cap 50#,3825,In Production,F,2555,1154,
100023 BFX Xtreme #210 Sears,Obsolete,F,80210 Power Rod End Cap 30#,3825,In Production,F,2555,410,
100023 BFX Xtreme #210 Sears,Obsolete,F,80209 Power Rod End Cap 10#,3825,In Production,F,2555,76,
100023 BFX Xtreme #210 Sears,Obsolete,F,90228 Mult - #8x0.50 PHM Screw,3825,In Production,F,2555,4746,60
100023 BFX Xtreme #210 Sears,Obsolete,F,"90199 Plug, 1-1/4 Rod Block",3825,In Production,F,2555,,
100023 BFX Xtreme #210 Sears,Obsolete,F,001-5091 XCEED XTR(SEARS) HARDWARE CARD,3825,In Production,F,2555,55,
100023 BFX Xtreme #210 Sears,Obsolete,F,"17313 Mult - 1"" Thick Bumper w Screw",3825,In Production,F,2555,26,10
100023 BFX Xtreme #210 Sears,Obsolete,F,11526 Xtr Main Hardware Bag #2,3825,,F,2555,144,
100023 BFX Xtreme #210 Sears,Obsolete,F,001-7858 Xtr-Euro Rear Cross Mbr Wld,3825,,F,2555,8,10
100023 BFX Xtreme #210 Sears,Obsolete,F,001-7856 ASSY XTR-EURO LOWER LAT TOWER,3825,In Production,F,2555,5,
100024 SCH 430 Elliptical,Obsolete,F,000-8484 Shroud Right  430 431 450,3826,In Production,F,730,9,
100024 SCH 430 Elliptical,Obsolete,F,000-8483 Shroud Left  430 431 450,3826,In Production,F,730,37,
100024 SCH 430 Elliptical,Obsolete,F,000-8485 Disc Plug,3826,In Production,F,730,5,
100024 SCH 430 Elliptical,Obsolete,F,000-8459 Servo Motor Spring,3826,In Production,F,730,21,
100024 SCH 430 Elliptical,Obsolete,F,000-8458 Tensioner Spring,3826,In Production,F,730,10,
100024 SCH 430 Elliptical,Obsolete,F,000-8453 Motor  DC Servo,3826,In Production,F,365,,
100024 SCH 430 Elliptical,Obsolete,F,000-8433 Crank Cover,3826,In Production,F,730,14,
100024 SCH 430 Elliptical,Obsolete,F,000-8422 Fly Wheel Assembly,3826,In Production,F,730,,
100024 SCH 430 Elliptical,Obsolete,F,000-8420 Flywheel Bearing 6001,3826,In Production,F,730,,
100024 SCH 430 Elliptical,Obsolete,F,000-8417 Crank Pulley Assembly,3826,In Production,F,730,1,
100024 SCH 430 Elliptical,Obsolete,F,000-8414 6404 Bearing,3826,In Production,F,730,84,
100024 SCH 430 Elliptical,Obsolete,F,000-8416 Crank C-Clip,3826,In Production,F,730,13,
100024 SCH 430 Elliptical,Obsolete,F,000-8487 Crank Weldment,3826,In Production,F,730,99,
100024 SCH 430 Elliptical,Obsolete,F,000-8408 Magnet Pack Assembly,3826,In Production,F,730,13,
100024 SCH 430 Elliptical,Obsolete,F,000-8380 Tensioner Assembly,3826,In Production,F,730,4,
100024 SCH 430 Elliptical,Obsolete,F,000-8378 6203 Bearing,3826,In Production,F,730,50,
100024 SCH 430 Elliptical,Obsolete,F,000-8379 C-Clip,3826,In Production,F,730,4,
100024 SCH 430 Elliptical,Obsolete,F,000-8392 Foot Pedal Bushing,3826,In Production,F,730,,
