ID|Product Interest|Sub-Channel|Origin|Ad ID|Market Channel|URL Group|Promotion Code Offer|Promotion Code Offer Detail|Inquiry Date|Info Kit Date
CUS-19207821|Treadclimber|Call Center|Call Center Internal|CAM37533 SAWAFFTRC|Affiliate Program||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|3/3/2014|5/26/2015
CUS-19159311|Treadclimber|Call Center|Call Center Internal|CAM44468 TNT*N60*GRT2HTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|2/6/2014|5/4/2015
CUS-19145527|Treadclimber|Call Center|Call Center Internal|CAM37325 SAWDOSG2TD712TC|Online Search||TRC1573||2/1/2014|5/17/2015
CUS-19184527|Treadclimber|Call Center|Call Center Internal|CAM44379 ION*L60*GRT2HTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|2/18/2014|5/3/2015
CUS-19272768|Treadclimber|Call Center|Call Center Internal|CAM45119 SPKEN120GRT2HTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|4/19/2014|5/15/2015
CUS-19249667|Treadclimber|Call Center|Call Center Internal|CAM6110 SAWGOOGTC|Online||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|4/3/2014|6/12/2015
CUS-19275786|Treadclimber|Call Center|Call Center Internal|CAM44973 INSPN120BOOMRTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|4/21/2014|6/24/2015
CUS-19166130|Treadclimber|Call Center|Third Party Call Center - West|CAM44976 ION*N120GRT2HTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|2/9/2014|5/26/2015
CUS-19194480|Treadclimber|Call Center|Third Party Call Center - Evolve|CAM44940 HALMN120GRT2HTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|2/23/2014|5/21/2015
CUS-19243952|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|3/30/2014|5/5/2015
CUS-19205525|Treadclimber|Call Center|Third Party Call Center - Evolve|CAM44624 LWELN60*GRT2HTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|3/1/2014|5/13/2015
CUS-19249971|Treadclimber|Web|Web|CAM38445 dodnettdl1|Online Display|Netmining|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|4/3/2014|5/16/2015
CUS-19161805|Treadclimber|Call Center|Third Party Call Center - West|CAM44387 INSPN180GRTNYTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|2/7/2014|6/16/2015
CUS-8638911|Bowflex Max Trainer|Call Center|Call Center Internal|CAM44502 001CUSTSERVMAX|Other - Agency||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|4/28/2014|5/29/2015
CUS-19287494|Treadclimber|Call Center|Call Center Internal|CAM44997 GAMLN120GRT2HTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|4/29/2014|5/26/2015
CUS-19500415|Treadclimber|Web|Web|CAM16414 DEGBFTRC|Electronic - UnSourced|Unsourced|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/1/2014|6/15/2015
CUS-19500479|Bowflex Max Trainer|Web|Web|CAM44497 dosg2esl1|Online Search||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|5/1/2014|5/27/2015
CUS-19501166|Bowflex Max Trainer|Web|Web|CAM44505 dfeafftxtprimo|Other - Internal||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|5/1/2014|5/25/2015
CUS-19502567|Treadclimber|Web|Third Party Call Center - West|CAM44973 INSPN120BOOMRTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|5/2/2014|5/23/2015
CUS-19503436|Treadclimber|Web|Web|CAM23879 degt1sitetc|Electronic - UnSourced|Unsourced|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/3/2014|5/18/2015
CUS-19504753|Bowflex Max Trainer|Call Center|Call Center Internal|CAM44498 SUNDN120BFMAXTIC|Short Form||BMT6WEEK|Bowflex Max Trainer - 6 Week Satisfaction Guarantee|5/4/2014|6/1/2015
CUS-19504884|Treadclimber|Web|Web|CAM35453 dftafftxtprimo1|Other - Internal|Affiliate|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/4/2014|6/7/2015
CUS-19506471|Treadclimber|Call Center|Call Center Internal|CAM44974 INSPN120GRT2HTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|5/5/2014|5/5/2015
CUS-19506562|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/5/2014|6/16/2015
CUS-19506958|Bowflex Max Trainer|Web|Web|CAM44172 dseesf14a|Electronic - Short Form||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|5/6/2014|5/7/2015
CUS-19507701|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/6/2014|6/15/2015
CUS-19507641|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/6/2014|5/23/2015
CUS-19507550|Bowflex Home Gyms|Web|Web|CAM32380 dosmsncsl1|Online Search|MSN|BFC|Catalog - Default Offer (Satisfaction Guarantee)|5/6/2014|5/4/2015
CUS-19507860|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/6/2014|6/15/2015
CUS-19508020|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/6/2014|6/8/2015
CUS-19508201|Treadclimber|Web|Web|CAM36078 dsetsf11d|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/7/2014|6/6/2015
CUS-19509639|Bowflex Max Trainer|Web|Web|CAM44520 dosbiegl1mx|Online Search||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|5/8/2014|5/24/2015
CUS-19510416|Treadclimber|Web|Web|CAM16414 DEGBFTRC|Electronic - UnSourced|Unsourced|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/8/2014|5/6/2015
CUS-19510550|Treadclimber|Call Center|Call Center Internal|CAM44973 INSPN120BOOMRTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|5/8/2014|6/5/2015
CUS-19510991|Treadclimber|Web|Web|CAM36298 dsetsf11g|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/9/2014|5/27/2015
CUS-19511303|Treadclimber|Web|Web|CAM36075 dsetsf11a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/9/2014|5/10/2015
CUS-19511648|Treadclimber|Web|Web|CAM38842 dosg2tsl27|Online Search|Google|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/9/2014|6/16/2015
CUS-19511850|Bowflex Selecttech Dumbbells|Web|Web|CAM34888 degdbst|Electronic - UnSourced|Unsourced|DFREESHIP|1090/552 - Free Ship (OM 331)|5/9/2014|5/27/2015
CUS-19511835|Bowflex Max Trainer|Web|Web|CAM41189 degemax|Electronic - UnSourced||GENERIC|Generic Offer (OM 310)|5/9/2014|6/12/2015
CUS-19512080|Treadclimber|Web|Web|CAM36298 dsetsf11g|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/9/2014|6/30/2015
CUS-19512744|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/10/2014|5/7/2015
CUS-19513132|Bowflex Max Trainer|Web|Web|CAM44213 dseesf14b|Electronic - Short Form||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|5/10/2014|6/15/2015
CUS-19513548|Bowflex Max Trainer|Web|Web|CAM44187 dseesf14c|Electronic - Short Form||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|5/11/2014|5/17/2015
CUS-19513593|Bowflex Max Trainer|Web|Web|CAM44429 dosbiesl1|Online Search||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|5/11/2014|5/30/2015
CUS-19513724|Bowflex Max Trainer|Web|Web|CAM41189 degemax|Electronic - UnSourced||GENERIC|Generic Offer (OM 310)|5/11/2014|5/6/2015
CUS-19515946|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/13/2014|6/21/2015
CUS-19516467|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/13/2014|5/13/2015
CUS-19516652|Bowflex Max Trainer|Web|Web|CAM44497 dosg2esl1|Online Search||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|5/13/2014|5/13/2015
CUS-19504274|Bowflex Max Trainer|Web|Web|CAM44520 dosbiegl1mx|Online Search||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|5/13/2014|6/9/2015
CUS-19517459|Treadclimber|Web|Web|CAM16426 DSETDIR|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/14/2014|5/26/2015
CUS-19518412|Treadclimber|Web|Web|CAM16414 DEGBFTRC|Electronic - UnSourced|Unsourced|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/14/2014|5/11/2015
CUS-19518901|Bowflex Max Trainer|Web|Web|CAM44172 dseesf14a|Electronic - Short Form||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|5/15/2014|6/26/2015
CUS-19518912|Treadclimber|Call Center|Call Center Internal|CAM45011 P0614DIALVGTC20B|Print||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|5/15/2014|6/25/2015
CUS-19520098|Treadclimber|Web|Web|CAM37655 dosbitsl10|Online Search|Bing|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/15/2014|5/29/2015
CUS-19520853|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/16/2014|5/29/2015
CUS-19521078|Bowflex Max Trainer|Web|Web|CAM44497 dosg2esl1|Online Search||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|5/16/2014|5/17/2015
CUS-19521251|Treadclimber|Web|Third Party Call Center - West|CAM45163 CMGGP60*GRT2HWST|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|5/16/2014|6/30/2015
CUS-19521697|Bowflex Max Trainer|Web|Web|CAM44429 dosbiesl1|Online Search||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|5/17/2014|6/5/2015
CUS-19521869|Treadclimber|Call Center|Call Center Internal|CAM135 1800BOWFLEXCS_TRC|Other - Internal||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/17/2014|5/2/2015
CUS-19522094|Treadclimber|Web|Web|CAM36078 dsetsf11d|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/17/2014|5/13/2015
CUS-19522213|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/17/2014|5/2/2015
CUS-19522296|Treadclimber|Web|Web|CAM36298 dsetsf11g|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/17/2014|5/9/2015
CUS-19522511|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/17/2014|6/16/2015
CUS-19524224|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/18/2014|6/3/2015
CUS-19524767|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/19/2014|6/25/2015
CUS-19525020|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/19/2014|6/3/2015
CUS-19525300|Treadclimber|Web|Web|CAM38842 dosg2tsl27|Online Search|Google|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/19/2014|6/4/2015
CUS-19525595|Treadclimber|Web|Web|CAM38842 dosg2tsl27|Online Search|Google|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/19/2014|6/21/2015
CUS-19525674|Bowflex Max Trainer|Web|Web|CAM41189 degemax|Electronic - UnSourced||GENERIC|Generic Offer (OM 310)|5/19/2014|5/1/2015
CUS-19526488|Treadclimber|Web|Web|CAM16414 DEGBFTRC|Electronic - UnSourced|Unsourced|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/20/2014|6/9/2015
CUS-19527033|Treadclimber|Web|Third Party Call Center - West|CAM44817 CM21P120GRT2HWST|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|5/20/2014|5/6/2015
CUS-19527219|Treadclimber|Web|Web|CAM38842 dosg2tsl27|Online Search|Google|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/20/2014|5/6/2015
CUS-19527889|Bowflex Max Trainer|Web|Web|CAM44435 dosg2egl1mx|Online Search||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|5/20/2014|5/13/2015
CUS-19528170|Treadclimber|Web|Web|CAM36078 dsetsf11d|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/20/2014|5/31/2015
CUS-19528274|Bowflex Max Trainer|Web|Web|CAM44505 dfeafftxtprimo|Other - Internal||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|5/21/2014|5/9/2015
CUS-19528661|Treadclimber|Call Center|Call Center Internal|CAM44392 HGTVN60*GRT2HTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|5/21/2014|6/11/2015
CUS-19529262|Treadclimber|Web|Web|CAM36079 dsetsf11e|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/21/2014|6/5/2015
CUS-19530694|Bowflex Max Trainer|Call Center|Call Center Internal|CAM44932 FXLOL60*MITCHTIC|Short Form||BMT30DAY|Max Trainer - 30 Day Satisfaction Guarantee (OM 1719)|5/22/2014|6/29/2015
CUS-11417854|Bowflex Max Trainer|Call Center|Call Center Internal|CAM44491 VEL*N120BFMAXTIC|Short Form||BMT6WEEK|Bowflex Max Trainer - 6 Week Satisfaction Guarantee|5/22/2014|5/27/2015
CUS-19531173|Treadclimber|Web|Web|CAM36079 dsetsf11e|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/22/2014|5/18/2015
CUS-19531242|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/22/2014|5/9/2015
CUS-19531378|Treadclimber|Web|Web|CAM39442 dosbitgl1tc|Online Search||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/22/2014|5/18/2015
CUS-19532214|Treadclimber|Call Center|Call Center Internal|CAM45127 VEL*N180GRT2HTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|5/23/2014|6/5/2015
CUS-19532467|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/23/2014|5/8/2015
CUS-19532914|Treadclimber|Web|Web|CAM43666 dosg2tmobile4|Online Search||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/23/2014|6/30/2015
CUS-19534358|Bowflex Max Trainer|Web|Third Party Call Center - Evolve|CAM44471 HALMN120BFMAXTIC|Short Form||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|5/24/2014|5/26/2015
CUS-19534417|Bowflex Max Trainer|Web|Web|CAM44172 dseesf14a|Electronic - Short Form||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|5/24/2014|5/13/2015
CUS-19534774|Treadclimber|Web|Web|CAM36075 dsetsf11a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/25/2014|5/3/2015
CUS-19534842|Treadclimber|Call Center|Call Center Internal|CAM44396 ESPNL60*GRT2HTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|5/25/2014|6/23/2015
CUS-19535130|Treadclimber|Web|Web|CAM16414 DEGBFTRC|Electronic - UnSourced|Unsourced|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/25/2014|5/17/2015
CUS-19535375|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/25/2014|6/18/2015
CUS-19536187|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/26/2014|6/25/2015
CUS-19536310|Bowflex Max Trainer|Web|Web|CAM44172 dseesf14a|Electronic - Short Form||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|5/26/2014|5/26/2015
CUS-19537227|Treadclimber|Web|Web|CAM36076 dsetsf11b|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/26/2014|6/2/2015
CUS-19537316|Treadclimber|Web|Web|CAM36435 dsetsf11h|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/26/2014|5/10/2015
CUS-19537558|Treadclimber|Web|Web|CAM44849 demttcem0442|Email - Promotion||T7HTC10|TC10 - $700 off, $20 Ship (OM 1676)|5/26/2014|6/6/2015
CUS-19537553|Treadclimber|Web|Web|CAM37655 dosbitsl10|Online Search|Bing|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/26/2014|5/9/2015
CUS-19537672|Bowflex Max Trainer|Web|Third Party Call Center - Triton|CAM44471 HALMN120BFMAXTIC|Short Form||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|5/26/2014|6/10/2015
CUS-19537908|Treadclimber|Web|Web|CAM38842 dosg2tsl27|Online Search|Google|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/27/2014|6/6/2015
CUS-2845136|Bowflex Max Trainer|Call Center|Call Center Internal|CAM44402 DESTN120BFMAXTIC|Short Form||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|5/27/2014|5/12/2015
CUS-19538940|Treadclimber|Web|Third Party Call Center - West|CAM44975 INSPN180GRT2HTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|5/27/2014|6/26/2015
CUS-19539063|Treadclimber|Web|Web|CAM37655 dosbitsl10|Online Search|Bing|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/27/2014|5/11/2015
CUS-19539186|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/27/2014|5/24/2015
CUS-19539748|Treadclimber|Web|Web|CAM41091 dodrftdl5|Online Display||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/28/2014|5/19/2015
CUS-19539915|Bowflex Max Trainer|Web|Web|CAM44172 dseesf14a|Electronic - Short Form||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|5/28/2014|5/19/2015
CUS-19540073|Bowflex Max Trainer|Web|Web|CAM44172 dseesf14a|Electronic - Short Form||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|5/28/2014|5/18/2015
CUS-19540110|Treadclimber|Call Center|Call Center Internal|CAM45343 BANDN60*GRT2HTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|5/28/2014|5/4/2015
CUS-19542846|Treadclimber|Web|Third Party Call Center - Triton|CAM45112 SPKEN120GENTSTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|5/30/2014|6/22/2015
CUS-19543508|Bowflex Max Trainer|Web|Web|CAM44433 dege1sitemx|Electronic - UnSourced||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|5/31/2014|5/16/2015
CUS-19543904|Treadclimber|Web|Web|CAM36298 dsetsf11g|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/31/2014|6/2/2015
CUS-19543962|Treadclimber|Web|Web|CAM16414 DEGBFTRC|Electronic - UnSourced|Unsourced|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|5/31/2014|6/3/2015
CUS-19544297|Bowflex Max Trainer|Web|Web|CAM41189 degemax|Electronic - UnSourced||GENERIC|Generic Offer (OM 310)|5/31/2014|5/26/2015
CUS-19545135|Treadclimber|Web|Web|CAM35453 dftafftxtprimo1|Other - Internal|Affiliate|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|6/1/2014|5/4/2015
CUS-19545553|Treadclimber|Web|Web|CAM37655 dosbitsl10|Online Search|Bing|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|6/1/2014|6/29/2015
CUS-4319812|Treadclimber|Call Center|Call Center Internal|CAM44923 ESQ*N120GENTSTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|6/2/2014|6/13/2015
CUS-19546391|Treadclimber|Web|Web|CAM16414 DEGBFTRC|Electronic - UnSourced|Unsourced|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|6/2/2014|5/14/2015
CUS-19546483|Bowflex Max Trainer|Web|Web|CAM44429 dosbiesl1|Online Search||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|6/2/2014|5/17/2015
CUS-19547501|Bowflex Catalog|Web|Web|CAM44780 demcbgem0448|Email - Promotion||BFC852||6/3/2014|5/7/2015
CUS-19547672|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|6/3/2014|6/3/2015
CUS-19550217|Treadclimber|Web|Web|CAM37440 dosg2tsl21|Online Search|Google|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|6/5/2014|6/28/2015
CUS-19550862|Treadclimber|Web|Web|CAM43804 dosg2tmobile6|Online Search||TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|6/5/2014|6/8/2015
CUS-19551744|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|6/6/2014|5/15/2015
CUS-19552830|Treadclimber|Web|Web|CAM37579 dpetprint12e|Electronic - Print|Print|TRC1345||6/7/2014|5/18/2015
CUS-19553408|Treadclimber|Call Center|Call Center Internal|CAM45349 METVN120BOOMRTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|6/8/2014|5/14/2015
CUS-19553830|Treadclimber|Web|Web|CAM36078 dsetsf11d|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|6/8/2014|5/20/2015
CUS-19554216|Treadclimber|Web|Web|CAM23879 degt1sitetc|Electronic - UnSourced|Unsourced|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|6/9/2014|5/8/2015
CUS-19554235|Bowflex Max Trainer|Call Center|Call Center Internal|CAM44405 SPKEN120BFMAXTIC|Short Form||BMT6WEEK|Bowflex Max Trainer - 6 Week Satisfaction Guarantee|6/9/2014|5/21/2015
CUS-10522101|Bowflex Max Trainer|Call Center|Call Center Internal|CAM44403 CMT*N120BFMAXTIC|Short Form||BMT30DAY|30 Day Satisfaction Guarantee (OM 1719)|6/9/2014|6/28/2015
CUS-19554709|Treadclimber|Call Center|Call Center Internal||||||6/9/2014|6/25/2015
CUS-19554759|Treadclimber|Web|Web|CAM36608 dsetsf12a|Electronic - Short Form|TV|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|6/9/2014|6/7/2015
CUS-19554880|Treadclimber|Web|Third Party Call Center - Evolve|CAM44939 HALMN120BOOMRTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|6/9/2014|5/10/2015
CUS-19554893|Bowflex Catalog|Web|Web|CAM23584 degcfootlinkbf|Electronic - UnSourced|Homepage|TIERED|Tiered - $25 off $200 order, $50 off $350 order, $100 off $500 order (OM 949)|6/9/2014|5/11/2015
CUS-19555117|Treadclimber|Call Center|Call Center Internal|CAM44973 INSPN120BOOMRTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|6/9/2014|6/30/2015
CUS-19508645|Treadclimber|Web|Web|CAM16414 DEGBFTRC|Electronic - UnSourced|Unsourced|TRC6WEEK|Treadclimber - 6 Week Satisfaction Guarantee|6/10/2014|5/8/2015
CUS-19557156|Treadclimber|Call Center|Call Center Internal|CAM44651 SUNDN120GRT2HTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|6/11/2014|5/8/2015
CUS-19557239|Treadclimber|Web|Web|CAM16444 default_adid|Electronic - Short Form|Homepage|GENERIC|Generic Offer (OM 310)|6/11/2014|5/11/2015
CUS-19558230|Treadclimber|Web|Third Party Call Center - Triton|CAM45112 SPKEN120GENTSTIC|Short Form||T2HTC10TC20|TC20/TC10 Savings Card - $200 off (OM 1703)|6/12/2014|5/22/2015
